track_id,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3ko9jEHNt4O5fjKN65ULJp,157710,0.499,0.462,-5.308,0.0312,0.801,0.0,0.0946,0.599,127.698
6Im9k8u9iIzKMrmV7BWtlF,173711,0.83,0.585,-6.476,0.094,0.237,0.0,0.248,0.485,109.978
5GkQIP5mWPi4KZLLXeuFTT,167990,0.789,0.742,-5.664,0.0652,0.0681,0.0,0.166,0.661,116.965
7Dx9Z6Aon1qPS2N0rHSWTe,149900,0.719,0.607,-5.156,0.165,0.08,0.0,0.125,0.464,128.006
7E1jVNoWuemqUryI4FxsVD,239949,0.411,0.522,-7.295,0.0981,0.519,0.0,0.398,0.382,88.332
2IKJtXeR5UsaUjZB46fTOK,183874,0.739,0.516,-7.154,0.0539,0.67,0.0,0.151,0.434,120.109
14gkWVFMwdxBMyqBw1wmIg,208457,0.552,0.599,-5.75,0.0404,0.0703,0.0,0.0986,0.0916,161.884
6u7gmPOz7pzzaeR9xSBpsR,158436,0.686,0.526,-6.842,0.0374,0.0815,7.75e-06,0.144,0.372,92.013
0sci7ppTZFm4mjcH3nu8yO,200733,0.772,0.506,-6.558,0.139,0.0814,1.1e-05,0.182,0.456,127.894
1whfVLMKWqAX3uk97VXsNN,132279,0.688,0.455,-8.632,0.199,0.186,0.0,0.0794,0.557,87.865
6NYtLvyThMT0oALFdJFdzq,179861,0.688,0.573,-5.03,0.208,0.0686,0.0,0.0749,0.553,110.034
35mvY5S1H3J2QZyna3TFe0,172325,0.737,0.802,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015
0q85C1JiECyYIQthz1posA,146959,0.624,0.672,-5.334,0.106,0.0967,0.0,0.155,0.26,159.852
3UoULw70kMsiVXxW0L3A33,201882,0.487,0.534,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798
5SyCD1ic378B4rYWhDmuvo,43251,0.239,0.408,-13.623,0.06,0.884,0.0318,0.68,0.161,72.138
67kQ3UW7saqCFqB54BVKKI,213068,0.498,0.836,-5.224,0.0669,0.158,6.59e-06,0.971,0.279,144.882
12s87E3EVHMYZQyr9mXsUi,212164,0.674,0.816,-4.387,0.0416,0.0392,1.56e-05,0.342,0.501,137.976
56feSEETtLwNjY5Xz8XbKI,223872,0.593,0.737,-5.102,0.0475,0.0162,1.55e-05,0.975,0.238,84.87
2I2HYr4FLb6LPfdgcKxK2J,177913,0.705,0.554,-9.628,0.0551,0.321,9.26e-06,0.978,0.611,80.042
4OR2KU2qCnREBsSwwJ4PBn,174604,0.713,0.707,-5.947,0.0403,0.155,2.12e-06,0.956,0.366,112.929
1Bvxlmt3CtZTyls2IJQ38T,174000,0.655,0.7,-4.242,0.0789,0.158,1.25e-06,0.877,0.529,119.835
7bfnkOya2SV8LLTsYmRQJR,125631,0.758,0.883,-3.989,0.0608,0.0879,3.54e-05,0.24,0.736,114.021
1FYLqciy2MckeKgTvOCawO,260519,0.515,0.865,-4.065,0.161,0.0251,5.59e-05,0.971,0.372,158.053
6va6SjWz457IOZidBppAhz,226850,0.443,0.739,-6.509,0.209,0.226,0.000378,0.961,0.146,139.829
6Q4JJnjX00q8O10OliHhjS,83785,0.448,0.71,-5.095,0.0578,0.196,0.0,0.638,0.273,104.024
1edP751qQSUaA1vo7Hva3w,208294,0.322,0.874,-2.893,0.2,0.0454,2.27e-06,0.945,0.171,98.089
1IVnvJN9oC3pDYv9qpAnj7,174295,0.317,0.474,-6.314,0.0661,0.699,0.0,0.945,0.318,76.592
5BYts42mYfuullBbELoaEV,205586,0.395,0.735,-4.559,0.226,0.109,1.66e-06,0.353,0.177,83.143
1TCEZgYrPjc2G5sBYJciuq,138359,0.717,0.768,-4.554,0.137,0.145,4.3e-06,0.0741,0.472,104.973
7MjS7SoRzn8VXajFdV3t04,99405,0.613,0.802,-4.473,0.171,0.0407,0.0,0.92,0.271,79.514
6FmBKZxA3K1Ycr9spEeI15,81401,0.767,0.92,-3.445,0.0997,0.0673,1.96e-06,0.375,0.598,104.9
1qfOSlQohddqAOGl3f8snd,134875,0.743,0.85,-4.686,0.0595,0.0501,0.0,0.942,0.657,98.026
4jkikgyrlBMR4Fj3d1s4jT,185000,0.648,0.621,-5.831,0.179,0.207,2.73e-05,0.918,0.371,76.002
6dB14UPKgEDLTp38BIKk6N,203337,0.358,0.639,-4.938,0.0382,0.257,0.0,0.964,0.314,103.289
5qmcKqCKRb4EFwRTsndXNe,162876,0.615,0.945,-5.607,0.259,0.273,0.0,0.962,0.45,101.502
0ao5xnzWNAt0dZFF6v4Sct,188787,0.603,0.611,-4.177,0.0322,0.158,0.0,0.944,0.158,111.02
5XkiYqfFAXsXG4V2mGZET8,207000,0.639,0.625,-4.932,0.0509,0.333,0.0,0.398,0.482,100.015
58T204WTLWAs34lOvheS28,150000,0.673,0.783,-6.997,0.0521,0.0421,0.238,0.352,0.324,136.822
2Hk1xo2ZrysHtBQMmZvg8U,131928,0.239,0.676,-4.868,0.0613,0.0419,6.98e-06,0.551,0.198,73.373
0mQVABspENyHvpVqRpnkxJ,130072,0.762,0.882,-3.814,0.072,0.00339,0.000326,0.277,0.597,99.044
6rvHjRpnRhzQVeu8I5CqHp,179232,0.59,0.871,-3.665,0.113,0.073,0.000128,0.364,0.234,109.869
3HUJw4KvL5baIwuh0wWPoh,107322,0.479,0.591,-9.129,0.0508,0.136,1.16e-06,0.463,0.551,102.174
5H7d8isXFW779pCK7lo4KT,233447,0.407,0.826,-3.443,0.0926,0.086,1.21e-06,0.979,0.277,133.942
1LD1TFK08cFUBPmhi3FRAA,151583,0.626,0.769,-3.512,0.0513,0.00926,0.00097,0.95,0.255,130.044
32VSdGCv8wkAjUkVha9YBf,233417,0.652,0.791,-4.623,0.0655,0.467,1.45e-06,0.967,0.383,121.922
6AZaeRAPYnf5nKwV7HpSlQ,389728,0.43,0.811,-5.511,0.101,0.027,0.0034,0.95,0.223,107.036
39LmTF9RgyakzSYX8txrow,212267,0.729,0.475,-4.985,0.0364,0.378,0.0,0.12,0.371,62.52
1TEL6MlSSVLSdhOSddidlJ,171573,0.647,0.309,-7.948,0.0366,0.78,7.41e-06,0.202,0.195,87.045
4uTvPEr01pjTbZgl7jcKBD,182000,0.747,0.458,-6.891,0.303,0.451,0.0,0.252,0.47,75.029
2hloaUoRonYssMuqLCBLTX,216893,0.758,0.665,-5.188,0.0774,0.0815,0.000157,0.216,0.643,151.976
3wFLWP0FcIqHK1wb1CPthQ,208880,0.45,0.619,-7.412,0.372,0.329,0.0,0.319,0.427,83.3
5Il6Oe7lr5XM7A0cWbVQtr,267107,0.847,0.579,-5.314,0.0719,0.0268,0.0545,0.102,0.569,137.998
27356GVuMPFWiJSZCragoM,140693,0.671,0.714,-5.373,0.21,0.0844,1.48e-06,0.0568,0.477,105.137
2vdBo4ALPYbHRUPKgtE5iC,271467,0.287,0.364,-8.295,0.0306,0.418,1.8e-05,0.185,0.11,103.777
4T652DlATVHe0jdLKaN3Bw,222947,0.662,0.6,-6.402,0.0703,0.173,0.000137,0.109,0.331,134.979
6ocbgoVGwYJhOv1GgI9NsF,178627,0.778,0.317,-10.732,0.334,0.592,0.0,0.0881,0.327,140.048
3e9HZxeyfWwjeyPAMmWSSQ,207320,0.717,0.653,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966
4kV4N9D1iKVxx1KLvtTpjS,190440,0.726,0.554,-5.29,0.0917,0.0421,0.0,0.106,0.335,169.999
0v2LUO8oTHnkjQ8MmKuXyk,37640,0.336,0.231,-6.217,0.0497,0.942,0.0,0.188,0.429,168.685
4mLkiFppf8Xvem6BSY34qw,196360,0.795,0.759,-6.348,0.0528,0.0793,0.0,0.0805,0.855,110.021
0sdbFOyfgAhAhWq8DpzkaW,228373,0.877,0.547,-5.705,0.18,0.0122,1.51e-05,0.028,0.687,99.034
1xWH8zYtDeS9mW1JJG23VZ,245667,0.831,0.485,-6.677,0.15,0.375,1.47e-05,0.118,0.622,80.022
5OCJzvD7sykQEKHH7qAC3C,197547,0.602,0.658,-5.934,0.0558,0.0233,6e-05,0.237,0.268,145.031
70khXICDeTTxgYtw3EysKH,208493,0.721,0.459,-6.408,0.032,0.248,0.0,0.212,0.46,119.914
5YeHLHDdQ4nKHk81XFWhCU,227387,0.847,0.603,-4.607,0.0397,0.107,7.4e-06,0.106,0.735,114.045
0WdR2AyLW1Drd3OUdwezM0,172107,0.71,0.614,-6.757,0.0431,0.186,0.0,0.0974,0.658,148.152
4OafepJy2teCjYJbvFE60J,198160,0.568,0.656,-5.413,0.0433,0.0211,1.37e-05,0.213,0.364,100.049
2qT1uLXPVPzGgFOx4jtEuo,205920,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993
4b7mLZQWsy0rLnrMtPA9fQ,177533,0.761,0.818,-5.238,0.0978,0.058,0.0,0.11,0.348,110.99
3NbTQ8ZbHU6MSEVUFAVCJ9,171333,0.597,0.524,-7.247,0.0537,0.216,0.0,0.112,0.0549,92.568
14kYOiFVPb7E7NfFbqhdln,189507,0.708,0.454,-7.07,0.0395,0.0217,0.0,0.073,0.24,110.963
0XOnMqLQDO89iAg7dWWwnG,73813,0.652,0.31,-10.212,0.0509,0.43,1.16e-05,0.182,0.304,119.913
7u6DMPznGbpziuEgCE0JGQ,322027,0.604,0.449,-6.564,0.0353,0.657,0.0,0.0932,0.528,100.355
2njoi6yM86QQwYnfyKjQzH,140122,0.881,0.677,-5.168,0.401,0.0568,0.0,0.12,0.159,109.362
3DhQknNJsPtkRj1D7bxjvl,141692,0.57,0.606,-6.864,0.436,0.208,0.0,0.102,0.521,77.061
108I14Gq6OlXJxMEWgh9d4,141200,0.712,0.579,-6.606,0.245,0.0431,0.0,0.142,0.723,76.531
13mPDke1bFw3xWcDkj1HJp,167410,0.869,0.672,-5.66,0.209,0.184,0.0,0.076,0.813,120.954
5JXAFhn7cDrXevv7OHyUoo,155676,0.798,0.57,-7.057,0.256,0.0821,0.0,0.125,0.512,147.92
6xzIQLra6UwHj51bK8TaTi,116853,0.79,0.68,-6.756,0.471,0.0904,0.0,0.0995,0.377,77.999
5uA6k6kDVyW4cZ7OL8CLvO,127861,0.75,0.505,-7.504,0.284,0.00641,0.0,0.241,0.17,150.113
4xy7XageX1m7ISA2SvdgMc,172455,0.585,0.63,-6.477,0.194,0.0588,0.0,0.164,0.397,82.033
61qCOFYVc2N2No5F8EWrOC,164571,0.875,0.589,-6.334,0.238,0.256,0.0,0.102,0.613,139.936
0rvVfseiPDzCt1eRbQmqDI,184615,0.736,0.711,-4.354,0.192,0.0227,0.0,0.19,0.633,156.039
6NNl0FxxdFaxQ1Ce9USbBu,164571,0.756,0.588,-5.623,0.399,0.136,0.0,0.371,0.283,139.905
6vuzzBnakGYyAYP2LSicEZ,149461,0.564,0.744,-5.282,0.406,0.0917,0.0,0.109,0.528,79.186
5DwryKFGHHOXLKs2gYjUZr,232727,0.733,0.669,-4.208,0.25,0.0499,0.0,0.0994,0.372,164.99
0fmrlTIy4s4u9XdyHtfD1h,190803,0.723,0.532,-5.618,0.0485,0.341,0.0,0.122,0.448,136.041
6tLEWlmB8s9w37oQh0DmvE,147000,0.755,0.647,-4.442,0.424,0.0539,0.0,0.52,0.853,160.233
6XSadF5GjIqzOrHfrDIzu2,213358,0.643,0.739,-5.915,0.117,0.473,0.0,0.231,0.467,134.895
2uEcc2UQrt9HFK2HRj9r2m,157513,0.716,0.63,-5.84,0.244,0.0878,0.0,0.127,0.504,149.225
1i3Ngjz77ce8CfhIjr1B7C,152607,0.598,0.773,-5.624,0.426,0.0507,0.0,0.133,0.707,80.777
2ClQX5N6xcyojZcMNl5y2N,199612,0.786,0.671,-5.753,0.286,0.422,0.0,0.158,0.532,74.484
2AWdgBMtPcN6pGw7o0YhGS,154538,0.775,0.473,-6.214,0.13,0.269,0.0,0.114,0.359,137.171
08jrrhjtzeklTU2tlyDixR,123922,0.627,0.685,-6.296,0.23,0.179,0.0,0.107,0.566,78.858
4siF1t6msY9o2XhkiaaAMz,160669,0.784,0.698,-4.49,0.284,0.0201,0.0,0.208,0.554,132.937
2swFbLA7eCNKujd0j0xXNz,169057,0.632,0.566,-7.158,0.0796,0.336,0.0,0.0951,0.379,79.384
4UiUo8eOWzY9qaium18hul,128104,0.612,0.762,-5.736,0.435,0.221,0.0,0.236,0.764,82.711
5ovNohnxkQ7gOGEpnMvpkF,167927,0.834,0.747,-5.839,0.474,0.123,0.0,0.11,0.754,79.988
5Y88O6C6YnTTk8Al4nxcgG,197904,0.606,0.697,-6.451,0.416,0.334,0.0,0.207,0.679,164.593
6Gf7OQmh3Ra5XJkF4Vug4d,128000,0.861,0.438,-9.068,0.0575,0.133,0.0,0.102,0.767,120.059
5NEkRHlAuvzEqIhhVCAyvl,187957,0.6,0.589,-6.851,0.278,0.379,0.0,0.107,0.271,159.847
2sufxPVFW3H0xarj5eLNMp,163778,0.772,0.734,-5.578,0.0432,0.134,0.0,0.123,0.353,134.898
6E6ZOtH69pRaqavicpMvgl,108356,0.841,0.654,-6.448,0.37,0.0228,0.0,0.138,0.643,79.952
1jWHtG4UXwH7JkEGY559Pa,164650,0.819,0.738,-5.159,0.186,0.47,0.0,0.117,0.676,139.957
16oNc3gAxjqO7ifVoEYqCR,168046,0.714,0.722,-5.685,0.0538,0.0735,0.0,0.114,0.439,143.019
17BBRv0iYOVlcbMjJUSfBO,156130,0.592,0.691,-6.325,0.204,0.355,0.0,0.217,0.815,159.708
6FiySur7YZL0Kff2YVGsEB,159086,0.725,0.79,-4.773,0.327,0.346,0.0,0.195,0.815,157.99
0nEWVyeYLtIi3JUHpASGiU,169953,0.614,0.789,-4.859,0.541,0.178,0.0,0.396,0.349,106.704
1SF8piqsZWn86DajVKih8F,151249,0.877,0.607,-7.818,0.15,0.535,0.0,0.138,0.773,127.055
7IECs9d4Rrlpa7tiHOCE1w,192000,0.778,0.662,-6.081,0.308,0.187,0.0,0.116,0.571,149.935
1qNEYOlDVjTWoINqQ5lQMR,146094,0.729,0.6,-6.522,0.358,0.121,0.0,0.0989,0.287,82.463
3StBhEiBdQICzrGiaajy2M,158825,0.677,0.717,-6.056,0.239,0.355,0.0,0.151,0.632,144.872
7CdoE8U5DwrwCaLoyf3ME0,156663,0.511,0.654,-6.133,0.314,0.053,0.0,0.316,0.279,154.868
6sk8haR99TFmwp9S5U7fac,209528,0.524,0.832,-4.351,0.471,0.0508,0.0,0.632,0.761,111.142
73pf02Dw1VhhS4f6pB8xBF,184286,0.617,0.785,-7.495,0.413,0.144,0.0,0.231,0.613,81.348
1uqA51UNXPhVjIPpaqdUCb,200001,0.737,0.661,-4.949,0.279,0.657,0.0,0.0685,0.638,82.449
7syeDOBw8Q0hBlwrqStc6h,148571,0.699,0.701,-6.596,0.363,0.209,0.0,0.102,0.364,168.14
7xqpOUezLTYW1zMNFqnBZs,203226,0.759,0.701,-4.861,0.182,0.394,0.0,0.0976,0.717,123.933
2crr8fnMCNKxypSNuHi5Jq,132772,0.773,0.733,-4.869,0.321,0.114,0.0,0.718,0.612,83.712
4ECQTHvmLiRq2uq5SlLnrj,169326,0.794,0.789,-4.232,0.256,0.502,0.0,0.129,0.945,86.493
4Boj4bBiDv6Ur1zKEvLXBI,168281,0.725,0.583,-8.562,0.345,0.141,0.0,0.102,0.257,159.989
0I1rmnYvGPi34cuKthB0sh,185731,0.633,0.771,-4.222,0.144,0.0749,0.0,0.127,0.468,81.317
3x5gP4wpAvAk6gjgGQyu9d,162429,0.767,0.702,-5.919,0.0631,0.577,0.0,0.348,0.753,143.16
0IUW6b1taJKyKt6hyagmTG,143045,0.848,0.617,-5.484,0.294,0.00283,0.0,0.0751,0.713,160.917
5uMoOYy8G4wCAbKPeYRPGt,48133,0.561,0.099,-13.417,0.0307,0.988,0.829,0.1,0.321,129.906
0uv14AJMK5RxHRbMeTpAxX,247027,0.649,0.533,-7.433,0.0528,0.7,0.000546,0.0891,0.239,106.861
7BCFV1bils1XvWp2r7zY0d,152373,0.653,0.517,-6.471,0.0313,0.659,0.0326,0.123,0.735,79.995
3yydZof4pq6N4zeyTzLwQk,132747,0.777,0.721,-6.951,0.071,0.476,0.0512,0.27,0.88,106.956
21a8xqlsaxpfBUIKqh33RC,208587,0.75,0.438,-7.699,0.0298,0.564,0.00589,0.0912,0.564,97.006
2vgf4LDfAFFKdIP5IsIRKf,199760,0.813,0.302,-8.263,0.0445,0.822,0.000429,0.114,0.521,109.981
3s83U0wNVchaNBdT9lOLnN,163867,0.798,0.453,-8.325,0.0317,0.686,0.000113,0.0985,0.395,106.973
4olD96i5Pof5vj04xrbwdR,59613,0.481,0.312,-10.059,0.0431,0.844,0.00743,0.274,0.867,119.973
3q7P5zjUg0sa069nIohMLS,192133,0.733,0.405,-8.39,0.0454,0.885,0.000132,0.116,0.361,95.086
4l0MkCgo7d8GpaZJYPzQrA,181720,0.477,0.594,-7.625,0.0945,0.726,0.00189,0.132,0.215,104.796
7AwwlcMvNrE6UUEMCmYLLt,152133,0.691,0.565,-10.635,0.0519,0.897,0.105,0.109,0.661,120.149
5b59IThHqPwPk6XWfxJ2IJ,146600,0.766,0.308,-9.561,0.105,0.294,0.329,0.0969,0.634,135.998
4iTM0qkWmtd1AKzYoPWo5U,64800,0.491,0.431,-8.462,0.0299,0.879,0.869,0.128,0.203,144.199
5VWeEYYX1uWQDFsdJGPQPO,187240,0.681,0.539,-5.9,0.0478,0.392,0.111,0.0687,0.58,117.953
6roDS132qMzv5GK5GtMb8n,169387,0.701,0.479,-8.235,0.158,0.792,0.78,0.0976,0.611,174.01
2DmrQQ11vYqRankkzQQck4,172160,0.76,0.691,-4.87,0.0387,0.251,0.17,0.335,0.585,113.024
3kmuIpQNmmKDsmwTDOTFwr,93280,0.332,0.153,-12.951,0.0365,0.974,0.966,0.0854,0.0388,109.066
2wx8Pvlf8vt1TlNGzBcWVc,288133,0.48,0.483,-6.668,0.0289,0.827,0.00992,0.107,0.218,130.048
2XE7xjoQiCGvJBmcwwycOd,313000,0.356,0.661,-5.838,0.0338,0.137,0.00189,0.164,0.114,171.833
077gamwRrf07yceE6bZU93,283000,0.702,0.698,-4.19,0.0315,0.0327,0.0219,0.234,0.714,126.972
0vdcLcvWyD8DuU5IV56q5P,283133,0.585,0.768,-4.972,0.0547,0.101,0.000141,0.487,0.225,120.013
54j8LB6J62TsumB7cJNh25,225360,0.786,0.546,-5.562,0.0576,0.143,0.000175,0.137,0.624,100.01
0Wm9tnKt1WxTcGd53IJvmr,247507,0.602,0.755,-6.105,0.0455,0.0704,0.000501,0.164,0.328,119.973
4v4OrOxzyPlxhvKfX8yD2E,262080,0.683,0.552,-6.126,0.034,0.348,0.0025,0.471,0.384,129.936
35SyNCpwauDugJOaQkz1SO,272587,0.448,0.648,-6.539,0.0398,0.34,0.000146,0.1,0.436,104.999
3Z3SWq0QpokVY4Wz498eqO,240840,0.614,0.562,-7.497,0.0599,0.0833,0.00136,0.124,0.634,169.919
0SfruoriBgH2Jr554YgLfJ,180507,0.716,0.881,-4.517,0.0378,0.0272,0.206,0.119,0.718,130.024
76q3aYHzB6HPv8XxgXJFJd,311093,0.751,0.551,-5.687,0.0575,0.331,0.232,0.119,0.467,120.014
4raswmuBweRe8O3C46HyrZ,232013,0.59,0.813,-5.06,0.0292,0.0629,0.0111,0.203,0.534,80.02
5n4GCIQAqHwQpQVlsiAcb0,231573,0.296,0.721,-5.201,0.0457,0.00357,2.92e-05,0.307,0.118,129.057
2ehRAm8EvZEgwHYLvApwIA,281600,0.503,0.52,-7.08,0.0324,0.68,0.00108,0.115,0.139,87.042
6b5LLA6KCWJuKCsyihSrAK,235747,0.184,0.392,-10.581,0.0356,0.869,0.943,0.263,0.0376,61.297
4A1d53AopAdTSgzsLNK91R,147305,0.619,0.867,-7.722,0.0542,0.000483,0.746,0.0691,0.557,121.016
4dvEUOMfLNOTdWrE438BzH,503734,0.646,0.806,-10.891,0.044,0.00256,0.931,0.111,0.157,115.001
0PKTlk7FyuPMLbLkYikKxt,93864,0.587,0.379,-14.059,0.0442,0.929,0.903,0.108,0.669,125.018
4Qeq7eipYd9qNIJtW7NO6u,64000,0.435,0.178,-25.105,0.0496,0.949,0.87,0.111,0.0615,124.994
1pucLtgg5vohnyZBa2pQwf,377539,0.504,0.887,-7.56,0.0587,0.00973,0.814,0.15,0.0383,139.96
6jdBBunToUw1tZqCml3PmJ,59781,0.532,0.0484,-16.793,0.0539,0.912,0.906,0.101,0.239,114.068
56XphakJdzYt2T3w66OHoX,409000,0.575,0.802,-7.342,0.0329,0.0154,0.88,0.147,0.109,126.959
63XK1NgbI0GG2m0lV2dtbf,140777,0.669,0.909,-8.167,0.0498,0.0107,0.544,0.0958,0.312,120.994
7uJURiXM3RcMPrNDQtVmad,152678,0.547,0.923,-6.197,0.0769,0.0312,0.0,0.333,0.522,121.032
5ShPGmeQoSCeSVHtqlKBVt,355619,0.665,0.811,-8.672,0.0558,0.044,0.873,0.325,0.366,119.988
3DeGAsbrWNWoBj4H85t01k,123000,0.535,0.815,-11.333,0.0712,0.925,0.831,0.0819,0.142,120.022
0l9RIPsUq1tUGTtLO4KSTc,74170,0.217,0.00815,-23.697,0.0384,0.993,0.958,0.108,0.0362,71.747
1kqW13BmrGUeTGhA7AbLEE,216377,0.5,0.64,-8.785,0.0285,0.152,0.908,0.103,0.132,100.011
3F9MJQYCgsoBqjw4ZCdNpx,231000,0.697,0.73,-7.405,0.0312,0.00342,0.784,0.12,0.517,119.997
119EtxwXHqr2wo5YpBcNxX,350237,0.393,0.815,-10.058,0.0421,0.202,0.0184,0.218,0.74,170.059
41qkErY4Ua1e7BwOc4SE5h,80565,0.506,0.86,-6.58,0.0342,0.000387,0.846,0.11,0.0392,140.089
0QTu7LhRU3BGBenuvRTXXP,151840,0.686,0.737,-9.04,0.0553,0.0331,0.883,0.147,0.0569,142.017
7oHsIIDKbEJlFULg1HF0pP,278280,0.762,0.61,-6.378,0.228,0.076,0.000132,0.0744,0.277,146.989
2sqgNScWya6T8PwKMELYW8,215293,0.769,0.455,-5.698,0.155,0.554,2.07e-06,0.251,0.293,95.097
73O30uMI7n6DuzBmbtO7kC,206587,0.817,0.737,-5.453,0.102,0.046,1.57e-05,0.092,0.67,93.985
1U8Ta5gcm2xhma1FQS2bKV,178080,0.82,0.656,-4.72,0.0943,0.427,0.0,0.16,0.709,82.069
3F5OoUJSVVC1f5PwOxcx0N,198387,0.792,0.429,-5.432,0.095,0.414,1.62e-05,0.109,0.373,140.038
7m6aTkKrrPHAZ4fGnksoda,212827,0.801,0.707,-4.508,0.0894,0.463,3.98e-06,0.249,0.772,92.0
22NqmIHKn0kd8CCFql4ZG4,173067,0.452,0.329,-9.742,0.0363,0.843,0.0,0.1,0.531,87.997
7IrHrOQnhaHDDfZoraPVhb,198520,0.78,0.504,-4.499,0.153,0.233,0.000731,0.129,0.592,178.029
6UlIGL6Nv5KKTNH2c6vYTP,256040,0.836,0.546,-4.455,0.0597,0.281,0.0,0.0778,0.238,109.055
1tu5h5BU2WWrGH407kU0pe,194360,0.852,0.543,-6.907,0.177,0.262,2.64e-05,0.431,0.919,140.052
14Ub5CX67F4si1R5UJxM43,232027,0.702,0.591,-6.741,0.103,0.107,6.81e-06,0.0936,0.583,170.042
2nVOSrxGjCqblT9CKqEMHi,175880,0.848,0.537,-6.245,0.0343,0.156,0.0,0.12,0.929,93.978
6VN85VvNB8w1QbJCXW8rTC,213949,0.693,0.558,-5.664,0.0366,0.169,0.0,0.0867,0.298,77.968
3YeImruYgPnQtn4QgHqi04,236650,0.735,0.607,-5.369,0.0466,0.621,2.55e-06,0.0793,0.57,142.006
6yVkakCN460KOVol9ZazjH,212312,0.694,0.796,-4.164,0.0565,0.48,0.000384,0.108,0.515,93.064
7KKh0ujp8agIiCrkiJhf81,231745,0.863,0.728,-2.954,0.0586,0.396,9.14e-06,0.0902,0.649,93.035
06s3QtMJVXw1AJX3UfvZG1,246000,0.691,0.765,-4.727,0.111,0.464,3.29e-06,0.203,0.855,174.021
7mcdgAXmb35dakBnfDIv3q,259250,0.614,0.746,-3.527,0.196,0.347,1.43e-05,0.0874,0.601,168.072
2hDe0Ls5mVqs1XJqv7sbcM,221429,0.735,0.916,-2.082,0.117,0.397,2.91e-06,0.0918,0.691,167.994
5p3JJehpKHjr9pJT5eD2Lz,226160,0.624,0.888,-2.13,0.099,0.238,0.0,0.317,0.824,180.088
4mbb7hmfDR6M9cQaLdYSFd,188780,0.842,0.732,-4.811,0.149,0.575,0.0,0.176,0.629,140.074
7kOf0qHO4Rcwk6QJifZDRJ,210624,0.843,0.845,-2.344,0.0503,0.35,0.00168,0.0527,0.898,126.989
0YbXuCsQwrsh5x0hgnED6z,414820,0.732,0.634,-5.587,0.36,0.171,0.0,0.204,0.533,173.886
6GzxGKBC3r73KqdOBHHVYk,189000,0.489,0.498,-7.192,0.0395,0.699,0.0,0.0796,0.378,79.949
6NfC2FKfsfzuLIF4lThw0A,226379,0.732,0.807,-3.424,0.116,0.445,0.00152,0.0975,0.724,176.026
6cyH3OGfKQBevSYxJFIUCx,208453,0.677,0.651,-5.7,0.0559,0.531,3.8e-05,0.0956,0.543,171.893
5poUJOhLyalGkUedn3ggeX,222385,0.789,0.809,-3.417,0.0615,0.374,0.0,0.202,0.411,95.935
2WzUy86kPLYRLRwLtinZ1x,261500,0.713,0.77,-4.779,0.101,0.0587,0.000501,0.339,0.684,87.969
4FDPuFJTMXyNtEd14Ca8R9,235053,0.464,0.487,-5.698,0.0667,0.774,0.0,0.122,0.201,86.32
4HKYplESyMVVTmORSeQg8S,268085,0.766,0.545,-5.195,0.0737,0.34,0.0,0.1,0.428,94.07
2L6YJ2mSyqStxQX4OjUOon,230945,0.815,0.665,-4.348,0.164,0.698,0.0,0.121,0.522,96.229
3QNh1pSglpiumBHtU8XnQe,257018,0.682,0.548,-6.375,0.116,0.45,0.0,0.088,0.376,92.073
5lRk8V5r03FhvjKB58VSHV,259891,0.796,0.815,-3.504,0.11,0.604,0.00751,0.135,0.729,92.041
0KkIkfsLEJbrcIhYsCL7L5,301714,0.786,0.808,-3.702,0.0881,0.0846,0.000289,0.0822,0.608,105.029
0jYLYhbDoceMWHWwwvYpVv,283000,0.796,0.625,-6.224,0.262,0.384,0.00778,0.101,0.561,150.021
0FDMH2ahuIVzCybwHJK9zh,187125,0.773,0.57,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038
4CbANooTL2aTHzJZqQ0Uvk,192000,0.79,0.858,-2.78,0.0471,0.303,0.0,0.61,0.79,92.05
2sR8ZcBWTUVxLVbbqMPmLD,220500,0.779,0.591,-7.056,0.04,0.315,6.63e-05,0.129,0.414,119.961
6zw6EBrOdGTbKzC0djTOlD,190296,0.693,0.752,-4.108,0.0729,0.499,2.66e-05,0.123,0.796,185.996
33Xd0gRmLMzStrrWccKwuH,179882,0.805,0.833,-3.723,0.0629,0.37,0.0,0.0887,0.828,93.983
5P8TXlZCMwru6DaMsIbbO3,216857,0.812,0.66,-3.353,0.0854,0.308,0.0,0.0617,0.358,140.048
1jsFnIYH6MnEjMyvJn7HF1,198303,0.672,0.852,-3.998,0.0495,0.203,0.0,0.118,0.589,176.133
0fLOPPoyIaPTe8dm2Mrft3,214125,0.739,0.733,-3.933,0.0818,0.703,0.0,0.117,0.389,128.271
7nusMe2WRMNH3szeIOaAWD,215489,0.564,0.726,-4.89,0.15,0.642,3.2e-05,0.0941,0.598,195.989
54N6ILqlyNzADZNuGEfk9a,261905,0.757,0.757,-4.956,0.209,0.533,0.0,0.0927,0.553,126.01
5x5kN5Qx1zptllSZV42jfh,235000,0.685,0.782,-5.035,0.213,0.295,7.27e-05,0.117,0.565,175.916
