album_id	album_name	album_release_date	artist_id
1GYVNOzwhx1nMcIJDogSNp	Death Race For Love	2019-03-08	4MCBfE4596Uoi2O4DtmEMz
6tkjU4Umpo79wwkgPMV3nZ	Goodbye & Good Riddance	2018-12-10	4MCBfE4596Uoi2O4DtmEMz
2mX8ktJoWvyidWBU9U8Jis	Colores	2020-03-19	1vyhD5VmyZ7KMfW5gqLgo5
5kprdYds6oZb4iSldfflOT	Vibras	2018-05-25	1vyhD5VmyZ7KMfW5gqLgo5
79447qgPdAlZVX0Xx4Fzfv	Energía Lado B	2017-10-06	1vyhD5VmyZ7KMfW5gqLgo5
0iNN3Cyh2n4DrBTICqyC2E	Energía	2016-09-26	1vyhD5VmyZ7KMfW5gqLgo5
5EzDhyNZuO7kuaABHwbBKX	Nectar	2020-09-25	3MZsBdqDrRTJihTHQrO6Dq
34GQP3dILpyCN018y2k61L	BALLADS 1	2018-10-26	3MZsBdqDrRTJihTHQrO6Dq
6ZksrxRWlJ7ExylPyJwfLJ	In Tongues (Deluxe)	2018-02-14	3MZsBdqDrRTJihTHQrO6Dq
2w78Cx36U8NynXOR6GFB03	Merry Christmas Lil Mama: The Gift That Keeps On Giving	2020-12-23	1anyVhU62p31KFi8MEzkbf
4rVYPWWJ4qcVplr8ZVv19E	Late Nights: Europe	2016-09-02	3KV3p5EY4AvKxOlhGHORLg
2f0DzdU6QbWtZqSlN7s1s5	9	2019-11-22	3FfvYsEGaIb52QPXhg4DcH
5irmzpXixcdNF2ZJjcrN0A	Rearview Town	2018-04-13	3FfvYsEGaIb52QPXhg4DcH
4zoJp3Lvtfx2BF3e1dC83K	They Don't Know	2016-10-07	3FfvYsEGaIb52QPXhg4DcH
7gDjowB5fv1LkntmDVv0jT	Famouz Reloaded	2020-01-24	0EFisYRi20PTADoJrifHrz
1V9QpD8kjA2iHCElhFGvlo	Famouz	2019-05-24	0EFisYRi20PTADoJrifHrz
32Nd9MCe8KrlwiwEWNG0ag	Eyez On Me	2018-05-18	0EFisYRi20PTADoJrifHrz
0FgZKfoU2Br5sHOfvZKTI9	JESUS IS KING	2019-10-25	5K4W6rqBFWDnAN6FQUkS6x
2Ek1q2haOnxVqhvVKqMvJe	ye	2018-06-01	5K4W6rqBFWDnAN6FQUkS6x
7gsWAHLeT0w7es6FofOXk1	The Life Of Pablo	2016-06-10	5K4W6rqBFWDnAN6FQUkS6x
6KT8x5oqZJl9CcnM66hddo	Free Spirit	2019-04-05	6LuN9FCkKOj5PcnpouEgny
4UNwL1B7JoymNUiTFJa52B	Suncity	2018-10-19	6LuN9FCkKOj5PcnpouEgny
3BAziuZC7JQ3gFC1yemPj9	American Teen (Japan Version)	2018-01-24	6LuN9FCkKOj5PcnpouEgny
6kf46HbnYCZzP6rjvQHYzg	American Teen	2017-04-27	6LuN9FCkKOj5PcnpouEgny
3YjfdLdpQcVI72uKhooZst	F*CK LOVE (SAVAGE)	2020-11-06	2tIP7SsRs7vjIcLrU85W8J
