album_id	album_name	album_release_date	artist_id
6RuwGwQcAureaOraKJNFQG	F*CK LOVE	2020-07-24	2tIP7SsRs7vjIcLrU85W8J
3pLdWdkj83EYfDN6H2N8MR	Black Panther The Album Music From And Inspired By	2018-02-09	2YZyLoL8N0Wb9xBt1NhZWg
4alcGHjstaALJHHiljfy3H	DAMN. COLLECTORS EDITION.	2017-12-08	2YZyLoL8N0Wb9xBt1NhZWg
7GmwwE2wcNtyq7nlsrYVuD	The Saga of Wiz Khalifa (Deluxe)	2020-10-02	137W8MRPWKqSmrBGDBFSop
1d0b8HYGGtpsvlAzLR9puz	The Saga of Wiz Khalifa	2020-04-20	137W8MRPWKqSmrBGDBFSop
2bwyHN2Y9iljWbUZYPXMrC	Fly Times Vol. 1: The Good Fly Young	2019-04-20	137W8MRPWKqSmrBGDBFSop
051k93izd0reEjp85OgEo6	Bill Israel	2020-11-11	46SHBwWsqBkxI7EeeBEQG7
5n1GSzC1Reao29ScnpLYqp	Dying to Live	2018-12-14	46SHBwWsqBkxI7EeeBEQG7
0U578dQAanKmYDKCvqk2P3	Heart Break Kodak (HBK)	2018-02-14	46SHBwWsqBkxI7EeeBEQG7
0fEO7g2c5onkaXsybEtuD2	Eternal Atake (Deluxe) - LUV vs. The World 2	2020-03-13	4O15NlyKLIASxsJ0PrXPfz
3PGFdp8MUJ25eJjUl0O58X	HELLBOY	2020-09-25	2kCcBybjl3SAtIcwdWpUe3
6ay4qFjg5VgZFqJmiGcIIm	crybaby	2020-06-10	2kCcBybjl3SAtIcwdWpUe3
1r1Xt6oUnY3VMYbQb1U7CO	EVERYBODY'S EVERYTHING	2019-11-15	2kCcBybjl3SAtIcwdWpUe3
52JymrguPgkmmwLaWIusst	Come Over When You're Sober, Pt. 2	2018-11-09	2kCcBybjl3SAtIcwdWpUe3
33TJ52PuwenGmysJrwMGCe	Come Over When You're Sober, Pt. 1	2017-08-15	2kCcBybjl3SAtIcwdWpUe3
26d9EFfi2YSvhQv7KKcrNw	State of Emergency	2020-05-08	6jGMq4yGs7aQzuGsMgVgZR
1bCBZ8LedqwVYOLDLrRbbY	True 2 Myself	2019-10-11	6jGMq4yGs7aQzuGsMgVgZR
7piqXIg89Lj9rHrfME4cC5	Loner	2020-12-22	2jku7tDXc6XoB6MO2hFuqg
1fSr7CMs4ewhuylB6NZCPo	DAYSTAR	2020-09-25	2jku7tDXc6XoB6MO2hFuqg
2TbrXjwWklhT7JrC5sdUkf	The New Toronto 3	2020-04-10	2jku7tDXc6XoB6MO2hFuqg
6LBPsXUjVuNe9ywLY4xgvX	Dangerous: The Double Album (Bonus)	2021-01-29	4oUHIQIBe0LHzYfvXNW4QM
6JlCkqkqobGirPsaleJpFr	Dangerous: The Double Album	2021-01-08	4oUHIQIBe0LHzYfvXNW4QM
1IR2nlwX6YVTXXeu2qzoWO	If I Know Me	2018-04-27	4oUHIQIBe0LHzYfvXNW4QM
4g1ZRSobMefqF6nelkgibi	Hollywood's Bleeding	2019-09-06	246dkjvS1zLTtiykXe5h60
6trNtQUgC8cgbWcqoMYkOR	beerbongs & bentleys	2018-04-27	246dkjvS1zLTtiykXe5h60
5s0rmjP8XOPhP6HhqOhuyC	Stoney (Deluxe)	2016-12-09	246dkjvS1zLTtiykXe5h60
6zA5X3CQ5rgLKhTobyV5Id	Queen (Deluxe)	2018-11-29	0hCNtLu0JehylgoiP8L4Gh
4Rh57STD18rbjXbBrx2X65	Queen	2018-08-10	0hCNtLu0JehylgoiP8L4Gh
0KjckH1EE6HRRurMIXSc0r	Good News	2020-11-20	181bsRPaVXVlUKXrxwZfHK
6cpPIYoXlLHhCXHvbKUaEo	Suga (Chopnotslop Remix)	2020-04-27	181bsRPaVXVlUKXrxwZfHK
6Lo6ylJg4qbFfxicPEOzMI	Suga	2020-03-06	181bsRPaVXVlUKXrxwZfHK
662MMKEWOxGXbPXQIcgBlW	Joytime III	2019-07-03	64KEffDW9EtZ1y2vBYgq8T
0xi4cOWPUHjctyYU8ypCOB	Joytime II	2018-06-22	64KEffDW9EtZ1y2vBYgq8T
6opKASPALOkPwCfHvqIS9H	Joytime	2016-01-08	64KEffDW9EtZ1y2vBYgq8T
263anqt2ayA25jSEXfs0i1	SAVAGE MODE II [CHOPPED NOT SLOPPED]	2020-10-19	1URnnhqYAYcrqrcwql10ft
6wTyGUWGCilBFZ837k5aRi	SAVAGE MODE II	2020-10-02	1URnnhqYAYcrqrcwql10ft
3IO8IPjwXuzPJnoaqkwYrj	NOT ALL HEROES WEAR CAPES (Deluxe)	2018-11-06	0iEtIxbK0KxaSlF7G42ZOp
5BRhg6NSEZOj0BR6Iz56fR	Plastic Hearts	2020-11-27	5YGY8feqx7naU7z4HrwZM6
5xG9gJcs9ut3qDWezHUlsX	Younger Now	2017-09-29	5YGY8feqx7naU7z4HrwZM6
6cfcdjtSR9ARnpnpwtEGaS	Miley Cyrus & Her Dead Petz	2015-08-30	5YGY8feqx7naU7z4HrwZM6
3RDqXDc1bAETps54MSSOW0	Bangerz (Deluxe Version)	2013-10-04	5YGY8feqx7naU7z4HrwZM6
2sDPTkswUWDLtZYiOzubTe	Wonder (Deluxe)	2020-12-07	7n2wHs1TKAczGzO7Dd2rGr
01haNCctw4EUPl8xUHVhdl	Wonder (Holiday Deluxe)	2020-12-05	7n2wHs1TKAczGzO7Dd2rGr
3Lp4JKk2ZgNkybMRS3eZR5	Wonder	2020-12-04	7n2wHs1TKAczGzO7Dd2rGr
0xzScN8P3hQAz3BT3YYX5w	Shawn Mendes (Deluxe)	2019-06-19	7n2wHs1TKAczGzO7Dd2rGr
2VP96XdMOKTXefI8Nui23s	Shawn Mendes	2018-05-25	7n2wHs1TKAczGzO7Dd2rGr
3dM5WCvdXdNqLE14d16GmJ	Easy Money Baby	2020-01-24	7iK8PXO48WeuP03g8YR51W
2T2E0jmiYGfaHmjlNmMCys	El Final del Principio	2016-03-14	7iK8PXO48WeuP03g8YR51W
5rWTCXmYHC6Zr8uZAGF9Cg	Emergency Tsunami (Bonus Version)	2020-11-11	7rkW85dBwwrJtlHRDkJDAC
1tihFpzHHM9mDSoFbhMoZL	Emergency Tsunami	2020-11-06	7rkW85dBwwrJtlHRDkJDAC
4fiazYNzpKxMGq5Z47M8Bd	Good Intentions (Brown Boy 2 Deluxe Version)	2020-05-11	7rkW85dBwwrJtlHRDkJDAC
46xdC4Qcvscfs3Ai2RIHcv	The Search	2019-07-26	6fOMl44jA4Sp5b9PpYCkzz
1KOmHyNLuOe5YrPhD3Juuf	Perception	2017-10-06	6fOMl44jA4Sp5b9PpYCkzz
75fT8UQEDnekHNhRnbdpNI	Therapy Session	2016-04-22	6fOMl44jA4Sp5b9PpYCkzz
3Qq4kVfHPrs8xPKIYKmctl	Mansion	2015-03-31	6fOMl44jA4Sp5b9PpYCkzz
2JyArayVlT6t3MVWLLdSwZ	Chip Chrome & The Mono-Tones (Deluxe)	2020-12-11	77SW9BnxLY8rJ0RciFqkHh
4uNgt1uQs6wZRm4giB3shX	Chip Chrome & The Mono-Tones	2020-09-25	77SW9BnxLY8rJ0RciFqkHh
0ODLCdHBFVvKwJGeSfd1jy	Hard To Imagine The Neighbourhood Ever Changing	2018-11-02	77SW9BnxLY8rJ0RciFqkHh
18iFxjZugvKhuNNMbLjZJF	Wiped Out!	2015-10-30	77SW9BnxLY8rJ0RciFqkHh
2mKqHATk7WVbtazVkSe9w0	#000000 & #FFFFFF	2014-11-28	77SW9BnxLY8rJ0RciFqkHh
69iuPQsXel3luOSDNF0q2Q	ENOC	2020-09-04	1i8SpTcr7yvPOmcqrbnVXY
7f6r6ijWtMJ0QYydwuCYvH	Nibiru	2019-11-29	1i8SpTcr7yvPOmcqrbnVXY
0SukGZiXMtmsZoxstkBtNR	Aura	2018-08-24	1i8SpTcr7yvPOmcqrbnVXY
4s05NbwGgw5SO42AdsN5Oo	Odisea	2017-08-25	1i8SpTcr7yvPOmcqrbnVXY
6bPpXqJRpjwy0hLyUGtzYc	FATHER OF 4	2019-02-22	4DdkRBBYG6Yk9Ka8tdJ9BW
0MV1yCXcNNQBfwApqAVkH0	Without Warning	2017-10-30	1URnnhqYAYcrqrcwql10ft
2MDU46hcBn3u94s46BOSdv	Shoot For The Stars Aim For The Moon (Deluxe)	2020-07-20	0eDvMgVFoNV3TpwtrVCoTj
7e7t0MCrNDcJZsPwUKjmOc	Shoot For The Stars Aim For The Moon	2020-07-03	0eDvMgVFoNV3TpwtrVCoTj
4X4jcc1j6VsNb654jkH6Pg	Meet The Woo 2 (Deluxe)	2020-05-29	0eDvMgVFoNV3TpwtrVCoTj
2QRedhP5RmKJiJ1i8VgDGR	Whole Lotta Red	2020-12-25	699OTQXzgjhIYAHMy9RyPD
7dAm8ShwJLFm9SaJ6Yc58O	Die Lit	2018-05-11	699OTQXzgjhIYAHMy9RyPD
4rJgzzfFHAVFhCSt2P4I3j	Playboi Carti	2017-04-14	699OTQXzgjhIYAHMy9RyPD
5oMLrgmPNs35zhR38X6ET4	In Abundance	2016-09-30	699OTQXzgjhIYAHMy9RyPD
47zMF6LrXQ8odi6Xv1unC0	Smile	2020-08-28	6jJ0s89eD6GaHleKKya26X
3vrt1WUSbgbl6agjwtdScv	Witness (Deluxe)	2017-06-09	6jJ0s89eD6GaHleKKya26X
5MQBzs5YlZlE28mD9yUItn	PRISM (Deluxe)	2013-10-18	6jJ0s89eD6GaHleKKya26X
28DUZ0itKISf2sr6hlseMy	Hybrid Theory (20th Anniversary Edition)	2020-10-09	6XyY86QOPPrYVGvF9ch6wz
0zcNtUZ2oEpRmiDuWBFvcX	One More Light Live	2017-12-15	6XyY86QOPPrYVGvF9ch6wz
5Eevxp2BCbWq25ZdiXRwYd	One More Light	2017-05-19	6XyY86QOPPrYVGvF9ch6wz
6hU9JCoqq4GjYq86dQ1o9b	The Hunting Party: Acapellas + Instrumentals	2014-06-16	6XyY86QOPPrYVGvF9ch6wz
2UwJ4Nt10VStLczYefhcEV	Shiesty Season	2021-02-05	5F1aAS1duwlzExnPs3l2Xe
3CPGfq4GT326ZiecqegH2t	PARTYPACK	2020-10-16	2HPaUgqeutzr3jx5a9WyDV
2T8UlI17u5hwTqu6zkpkW7	PARTYMOBILE	2020-03-27	2HPaUgqeutzr3jx5a9WyDV
2epjwjOMvx6HE9EciJqDue	Seven Days	2017-09-29	2HPaUgqeutzr3jx5a9WyDV
01wNAJemmGxxn5gmIhJ3GQ	The Lost Remixes	2020-12-04	3aQeKQSyrW4qWr35idm0cy
0S4fSauHEZcUAtKI8ss0Hb	1UP	2019-02-27	3aQeKQSyrW4qWr35idm0cy
1ShbHuoHgmCTuS9i4UUiTB	Everything Must Go, Vol. 2	2018-10-09	3aQeKQSyrW4qWr35idm0cy
7IqCe0MDZvFlv2jwLJkyov	Everything Must Go, Vol. 1	2018-08-17	3aQeKQSyrW4qWr35idm0cy
2DjfazR5N3TgXBQ7oVALA1	QUAVO HUNCHO	2018-10-12	0VRj0yCOv2FXJNP47XQnx5
6FED8aeieEnUWwQqAO9zT1	Huncho Jack, Jack Huncho	2017-12-21	6extd4B6hl8VTmnlhpl2bY
3YGBHF0AsDN2VHICXQj8pH	Quality Control Music	2017-11-10	0VRj0yCOv2FXJNP47XQnx5
2a6y0iANWmfh1nhaq4X09J	ATL	2017-06-23	0VRj0yCOv2FXJNP47XQnx5
7zhwCAUQETk5MXUJBYqc0C	Live Around the World (Deluxe)	2020-10-02	1dfeR4HaWDbWqFHLkxsg1d
4UAsVsprIJu1OU9qkLwTMe	Live Around The World (Deluxe)	2020-10-02	1dfeR4HaWDbWqFHLkxsg1d
0MrF6R3USaeagkYKi1RrJ0	Live At Fire Fight Australia	2020-10-01	1dfeR4HaWDbWqFHLkxsg1d
6i6folBtxKV28WX3msQ4FE	Bohemian Rhapsody (The Original Soundtrack)	2018-10-19	1dfeR4HaWDbWqFHLkxsg1d
1dVw3jSdgZp7PfGhCEo32t	A Letter To My Younger Self	2020-07-10	3ApUX1o6oSz321MMECyIYd
7zGPSFi3LOIC1L5Dj0oEBx	From Michigan With Love	2019-02-15	3ApUX1o6oSz321MMECyIYd
30v79AzKU1U5Rc7pwmzbkk	The Story of Us (Deluxe)	2018-02-16	3ApUX1o6oSz321MMECyIYd
7j7cqgeWmYH9PbKe3S5oJj	The Story of Us	2017-09-15	3ApUX1o6oSz321MMECyIYd
3UTp6spxkyTdvsmJDPfb7n	CrasH Talk	2019-04-26	5IcR3N7QB1j6KBL8eImZ8m
0YbpATCIng8Fz2JrfHmEf7	Blank Face LP	2016-07-08	5IcR3N7QB1j6KBL8eImZ8m
1hI5GG5ohUzIINay1D0OjY	Schoolboy Q 2	2015-04-06	5IcR3N7QB1j6KBL8eImZ8m
1OOSq9FkFZ7GcIpaJr9dYL	Realidad	2019-05-31	14zUHaJZo1mnYtn6IBRaRP
75fh1igZrAiPEeGd69Jhnq	Realidad (Commentary)	2019-05-30	14zUHaJZo1mnYtn6IBRaRP
0vBFa64sBqdd26KKIj4SKZ	La Promesa	2017-03-10	14zUHaJZo1mnYtn6IBRaRP
2EvjAC9MHVgWBnpdXYuLN5	Imperio Nazza: Justin Quiles Edition	2016-01-22	14zUHaJZo1mnYtn6IBRaRP
1JA7VXtkAtWZNqHXskg68I	Carpe Diem	2015-03-09	14zUHaJZo1mnYtn6IBRaRP
13eug3qR1fU1SvHs6w9Wxj	Quality Control: Control The Streets Volume 2	2019-09-20	6i392l38cR3uBPF0DbNs7S
07Jvk8tGuaMhR4H72znlLJ	Quality Control: Control The Streets Volume 1	2017-12-08	6i392l38cR3uBPF0DbNs7S
6Y1qMU0XXnnAcBGlAGuOPJ	VSQ Performs the Hits of 2020, Vol. 2	2020-12-04	6MERXsiRbur2oJZFgYRDKz
0F5JNuFJ9AcZnKdNRjWFeN	VSQ Performs the Hits of 2020	2020-08-21	6MERXsiRbur2oJZFgYRDKz
3HuXseIKWFC5Pwg0oMuNFT	VSQ Performs Lana Del Rey	2020-04-24	6MERXsiRbur2oJZFgYRDKz
2ZCnNqYX39bthmtd2I9IKB	VSQ Performs the Hits of 2019, Vol. 2	2020-02-14	6MERXsiRbur2oJZFgYRDKz
56EI9Mhw87g3NADBYQNQac	Vitamin String Quartet Performs the Hits of 2019	2019-08-16	6MERXsiRbur2oJZFgYRDKz
6YvD1x3ek7f4w4TsXbPxfc	Diary of a Lost Child	2020-08-26	4IprNlQiJZUUJhDl0fL2SL
1MDud03tF3SowYAYCM3qIj	QPac	2020-01-10	4IprNlQiJZUUJhDl0fL2SL
2s19QcF1PIILzRfS6Jjni3	From the Neighborhood to the Stage	2019-05-10	4IprNlQiJZUUJhDl0fL2SL
4vIKuMcGxldTXjswEuNs7u	missunderstood	2020-10-30	3nViOFa3kZW8OMSNOzwr98
58VOhaRPfpujq29rofnVjy	missunderstood:The Diaries	2020-10-28	3nViOFa3kZW8OMSNOzwr98
5IwKLJtOvYIc6wPxHXdKDd	Coma	2019-12-13	5lHRUCqkQZCIWeX7xG4sYT
1c33wOe4wRh9b6BSr2PnjM	The Gif	2019-06-27	5lHRUCqkQZCIWeX7xG4sYT
5vW8xhq1cIBvC8IXOfPss7	Rich As In Spirit	2018-03-16	5lHRUCqkQZCIWeX7xG4sYT
26m0mm2zQH59wSiF8oL4qM	Pegasus (Spooky Sounds Edition)	2020-10-31	6Xgp2XMz1fhVYe7i6yNAax
2vMi9So8GxXiqaT2zJXbQG	Pegasus	2020-10-30	6Xgp2XMz1fhVYe7i6yNAax
5Hsaxc6a2GWPAqXttPFbY0	A Love Letter To You 4 (Deluxe)	2020-02-21	6Xgp2XMz1fhVYe7i6yNAax
0tKX7BLXiiRgXUKYdJzjEz	A Love Letter To You 4	2019-11-22	6Xgp2XMz1fhVYe7i6yNAax
52u4anZbHd6UInnmHRFzba	Please Excuse Me For Being Antisocial	2019-12-06	757aE44tKEUQEqRuT6GnEB
1jlIU9p7PChTK3AeqNpnsX	Feed Tha Streets II	2018-11-02	757aE44tKEUQEqRuT6GnEB
4UlGauD7ROb3YbVOFMgW5u	ANTI (Deluxe)	2016-01-28	5pKCCKE2ajJHZ9KAiaK11H
48i37aZTC1prDr4EcpQeEa	ANTI	2016-01-28	5pKCCKE2ajJHZ9KAiaK11H
7yjQZX94GxVyqDTehxBejk	Unapologetic (Deluxe Version)	2013-01-01	5pKCCKE2ajJHZ9KAiaK11H
6AORtDjduMM3bupSWzbTSG	evermore (deluxe version)	2021-01-07	06HL4z0CvFAxyc27GXpf02
40zKHK0aGM4PITqPy5vfQh	evermore	2020-12-11	06HL4z0CvFAxyc27GXpf02
1Sf8GsXG32t0jNrX11xqWx	JACKBOYS	2019-12-27	7A8S43ryYdbWpJKeHRZRcq
41GuZcammIkupMPKH2OJ6I	ASTROWORLD	2018-08-03	0Y5tJX1MQlPlqiwlOH1tJY
42WVQWuf1teDysXiOupIZt	Birds In The Trap Sing McKnight	2016-09-16	0Y5tJX1MQlPlqiwlOH1tJY
6guJZpZ52v4MrJKIH7tASl	i am > i was (Deluxe)	2018-12-24	1URnnhqYAYcrqrcwql10ft
007DWn799UWvfY1wwZeENR	i am > i was	2018-12-21	1URnnhqYAYcrqrcwql10ft
76290XdXVF9rPzGdNRWdCh	Ctrl	2017-06-09	7tYKF4w9nC0nq9CsPZTHyP
5L5evi5tJPh8WaEFAQp7Tp	The Highlights	2021-02-05	1Xyo4u8uXC1ZmMpatF05PJ
6YlDIxqEjvY63ffH6AwCjd	After Hours (Deluxe)	2020-04-03	1Xyo4u8uXC1ZmMpatF05PJ
4yP0hdKOZPNshxUOjY0cZj	After Hours	2020-03-20	1Xyo4u8uXC1ZmMpatF05PJ
24jAbLMFzCTlIv3kQ94HwK	So Much Fun (Deluxe)	2019-12-20	50co4Is1HCEo8bhOyUWKpn
1bnHPO4dKK7IjvgrtVBcQh	So Much Fun	2019-08-16	50co4Is1HCEo8bhOyUWKpn
5nVckJqpmxUS7lJ5TqMxjN	Всё сначала	2009-03-19	2Sf2VjK8vpOU9i9VfshmO7
3Js8stnVtdNbHeTWAYJb5e	Посмотри, как я живу	2005-02-10	2Sf2VjK8vpOU9i9VfshmO7
2g7ZXT1Sn6eH0hHOYnsDro	Я привык бродить один	2005-02-10	2Sf2VjK8vpOU9i9VfshmO7
3BwufdHG99tUulmq7EJ4bY	Kontsertnye zapisi iz arkhiva (Live)	2005-01-01	2Sf2VjK8vpOU9i9VfshmO7
132TbhjT2OJtCxVpmIKT68	Kontsert vo MKhATe (Live)	2004-01-01	2Sf2VjK8vpOU9i9VfshmO7
7rKmLxCFlmtIxGpX4HYgs4	Stop Staring at the Shadows	2020-02-14	1VPmR4DJC1PlOtd0IADAO0
2ivOxIKDHxEo6WMD9m3ytn	I Want to Die In New Orleans	2018-09-07	1VPmR4DJC1PlOtd0IADAO0
2hAoB9uIsHVFABuuOREFmB	Eternal Grey	2016-09-11	1VPmR4DJC1PlOtd0IADAO0
1aVnxqszPG45yn2nFsVQRS	Grey Sheep II	2016-05-25	1VPmR4DJC1PlOtd0IADAO0
3blujlZ2W1BZAM9KcHrbP8	Dark Side of the Clouds	2016-02-03	1VPmR4DJC1PlOtd0IADAO0
7JZi4kTfYCJcqOzVbKAYh5	"""A"""	2018-10-12	23zg3TcAtWQy7J6upgbUnj
4HAuPn3A4uu9n7RYNk1dOz	Hard II Love	2016-09-16	23zg3TcAtWQy7J6upgbUnj
7eyuQZCLG5tdjWpKZbDE8g	Looking 4 Myself (Expanded Edition)	2012-06-12	23zg3TcAtWQy7J6upgbUnj
6bnDvfVdO3LarvcpWEzmeD	Versus	2010-08-24	23zg3TcAtWQy7J6upgbUnj
00wSTrFxoSzA7eeS1UxHgd	Sin Miedo (del Amor y Otros Demonios) ∞	2020-12-04	1U1el3k54VvEUzo3ybLPlM
4EPQtdq6vvwxuYeQTrwDVY	Isolation	2018-04-06	1U1el3k54VvEUzo3ybLPlM
6f5gAJpM85TE6aQ81h46T5	Por Vida	2015-02-04	1U1el3k54VvEUzo3ybLPlM
74krWdYGCfCa4yeoUj6Sgr	Hideas: The Album	2021-01-21	2pSObt5Fk8izuX8ZfI3jRn
7mFiNeWbo3Cz01uHw2hfaZ	Everlasting Country	2020-04-20	2pSObt5Fk8izuX8ZfI3jRn
57gyGbSc2qi3AAkU96enfn	Hooligan	2019-11-25	2pSObt5Fk8izuX8ZfI3jRn
0ZzfgzLIpiIPOpVopokjPg	Parachute	2019-09-24	2pSObt5Fk8izuX8ZfI3jRn
0DHBUVA3ipqDJD3Iv9cgN7	Creeker 2	2019-04-20	2pSObt5Fk8izuX8ZfI3jRn
1wI9NGtQCnhyweuVACpXW4	My Gift	2020-09-25	4xFUf1FHVy696Q1JQZMTRj
6LURWtPusB5fGenqj0lbFd	Cry Pretty	2018-09-14	4xFUf1FHVy696Q1JQZMTRj
3Zuipf1PBcdnfKFyj6asOo	Storyteller	2016-10-14	4xFUf1FHVy696Q1JQZMTRj
4F3rUFQcKJm6b1BsJRwAbf	THE SPEED OF NOW Part 1	2020-09-18	0u2FHSq3ln94y5Q57xazwf
52aaxT2Se2oUyijUbWwp3Z	Graffiti U	2018-04-27	0u2FHSq3ln94y5Q57xazwf
4GsvtpiQYDo6dYuFIgM4wT	Ripcord	2016-12-16	0u2FHSq3ln94y5Q57xazwf
4G0Sc7oeBh0AbSMvrKtscr	New Empire, Vol. 2	2020-12-04	0CEFCo8288kQU7mJi25s6E
2vfJq1u1fi60RaX0p4niHr	New Empire, Vol. 1	2020-02-14	0CEFCo8288kQU7mJi25s6E
56CWTHCr8ZBZ1ojmppH5br	Five	2017-10-27	0CEFCo8288kQU7mJi25s6E
6GKpINyYmLRPjGnpzo8LIS	All That You Can’t Leave Behind (20th Anniversary Edition / Super Deluxe / Remastered 2020)	2020-10-30	51Blml2LZPmy7TTiAg47vQ
3TbG4ZvwHmzkU9JGltkxnf	Songs Of Experience (Deluxe Edition)	2017-12-01	51Blml2LZPmy7TTiAg47vQ
45Ec0wYJ7npo6lXH4GWmxz	Songs Of Innocence	2014-01-01	51Blml2LZPmy7TTiAg47vQ
3ZfevAcvDGjWWUid7M2omS	The People Tour: Live From Madison Square Garden	2021-01-29	74cb3MG0x0BOnYNW1uXYnM
2KAJsrTtWloQtFaStadvbB	The People Tour: Live from Madison Square Garden	2021-01-29	74cb3MG0x0BOnYNW1uXYnM
6Ek7aLgG88iYlJLKLvFdPT	People (Live)	2020-05-01	74cb3MG0x0BOnYNW1uXYnM
7gGJ9rNtigRF53dsFo48Wp	Welcome to O'Block	2020-10-30	6QtgPSJPSzcnn7dPZ4VINp
1ZRAeQ6zsPJ5W1K3DvpRpP	Levon James	2020-03-06	6QtgPSJPSzcnn7dPZ4VINp
5BAggP8hO7VWDSTKkNGyCi	Grandson, Vol. 1	2019-09-20	6QtgPSJPSzcnn7dPZ4VINp
4qSRxDFJlvi8z83JbogGaL	Carnival	2019-07-26	1ShZZUjkbXCjhwrb18BA8I
40pHbXUCWU7zjFqzD43NPG	Lazy Fair	2016-01-22	1ShZZUjkbXCjhwrb18BA8I
7gdFQXiDhkjc6FHP9pjaCm	ライヴ・イン・カリフォルニア1992 (Live) [Remastered]	2017-07-14	2cnMpRsOVqtPMfq7YiFE6K
1y4BZLtyURo81rC6yGLRAu	Tokyo Dome in Concert	2015-03-27	2cnMpRsOVqtPMfq7YiFE6K
5ydOKnIrXsv7AziaSpRzZU	A Different Kind Of Truth	2012-02-07	2cnMpRsOVqtPMfq7YiFE6K
2wqTlagAdAEh89tMuToml0	Van Halen III	1998-03-17	2cnMpRsOVqtPMfq7YiFE6K
1ExY7w26AvftK7hvN6hPpV	ライヴ・イン・ニューヨーク1978 (Live)	2020-06-11	44NX2ffIYHr6D4n7RaZF7A
2QKApkLOt4q6RvlYLCcgoj	Three Chords And The Truth (Expanded Edition) [Deluxe]	2019-11-29	44NX2ffIYHr6D4n7RaZF7A
1tjlXYBSBB2YGvvz7ORoAY	Three Chords And The Truth	2019-10-25	44NX2ffIYHr6D4n7RaZF7A
2CEyisD97usC5nVY8yW16p	The Prophet Speaks	2018-12-07	44NX2ffIYHr6D4n7RaZF7A
2IeJQjP8XhVszce2kcO2j8	You're Driving Me Crazy	2018-04-27	44NX2ffIYHr6D4n7RaZF7A
3hn46RDrEmoi4XhLjgdNjZ	Bad Vibes Forever	2019-12-06	15UsOTVnJzReFVN1VCnxy4
2c6s84YTwR9cfncPmB9fNW	? (Deluxe)	2019-09-06	15UsOTVnJzReFVN1VCnxy4
4EeDFhIVRxOg4dx7ozSNXa	XXXTENTACION Presents: Members Only, Vol. 4	2019-01-23	15UsOTVnJzReFVN1VCnxy4
1qsQOC4Jn0fnaUZLAbs4dz	SKINS	2018-12-07	15UsOTVnJzReFVN1VCnxy4
5YF8ms264wRnswVK1YMYmu	ORION	2019-06-14	3NPpFNZtSTHheNBaWC82rB
07MhkuCXC6XBQTDpXPRyBI	VHS 2.0	2016-06-10	3NPpFNZtSTHheNBaWC82rB
5MEgrjkStq0JsQGO64Xvlq	VHS	2015-06-30	3NPpFNZtSTHheNBaWC82rB
2HIaUwS0PTUeqFFYHBBGAN	Ungodly Hour	2020-06-12	0AsThoR4KZSVktALiNcQwW
26mqgId4rrypPiYnN9tXuX	The Kids Are Alright	2018-03-23	0AsThoR4KZSVktALiNcQwW
1DAqdWXIZ2Cz16Kce8KWuW	The Kids Are Alright (Track by Track Commentary)	2018-03-16	0AsThoR4KZSVktALiNcQwW
7L72ZmCM1yipucMF0oMEo1	The Two of Us	2017-06-02	0AsThoR4KZSVktALiNcQwW
6lNj7Qeyd2x48m0NX3w2Sf	STILL DREAMING	2021-01-19	0ghlgldX5Dd6720Q3qFyQB
5g58Gtd4i0KtJxNeC56Mus	The Dream Chapter: MAGIC	2019-10-21	0ghlgldX5Dd6720Q3qFyQB
0XbWSuZtb7x7GVmAb4y6vj	RUDE DOG	2020-12-25	3uo0ix4Y67XHVWBhXXIY1S
0RPnlo22nYrTrFBNa0UcUv	Rude Dog	2020-12-25	3uo0ix4Y67XHVWBhXXIY1S
7zLrAXhMrzAwn9GOI7keDP	Bennington Forest	2020-03-23	3uo0ix4Y67XHVWBhXXIY1S
54MmbPlszCJ1sJKPQgXL4t	BRACE	2020-03-02	3uo0ix4Y67XHVWBhXXIY1S
5OEoU8caLGSPsLPGomY3PH	East Memphis Maniac	2018-07-26	3uo0ix4Y67XHVWBhXXIY1S
3x2BuKhzRIRjU4jm1WxFo3	Fatal Love	2020-11-02	4TnGh5PKbSjpYqpIdlW5nz
44BCatQBdneFkyzOVrR0M4	FANTASIA X	2020-05-26	4TnGh5PKbSjpYqpIdlW5nz
064rnjNzpvTNDPGOmhFoyI	ALL ABOUT LUV (Extended Version)	2020-02-14	4TnGh5PKbSjpYqpIdlW5nz
2O5KXxROQOR8WOdB8fgTCp	ALL ABOUT LUV	2020-02-13	4TnGh5PKbSjpYqpIdlW5nz
3s5WpeDw4JOec54wEgmJBy	FOLLOW - FIND YOU	2019-10-28	4TnGh5PKbSjpYqpIdlW5nz
2wmmYoAC48iNSTdU5Iwg6H	TOTAL XANARCHY	2018-04-06	3EXdLajEO02ziZ90P90bSW
2crp4uVvTXxGud4aUW6Lan	Why	2020-12-01	5bCwYvvFvWOEXtO9W7p0Iv
2XnaOt0UUaCwPd3L2HNnbo	Broken Kids Club	2019-06-19	5bCwYvvFvWOEXtO9W7p0Iv
1ApKSqL9HrJqgiHMF987DO	Hell Bent	2018-05-18	5bCwYvvFvWOEXtO9W7p0Iv
0m57SK2fX6l1F2bDhddjLe	Voltage	2017-10-06	5bCwYvvFvWOEXtO9W7p0Iv
0Wmnkh4lzGy5rgkUPOjYbg	Delta	2018-11-16	3gd8FJtBJtkRxdfbTu19U2
