track_id	track_name	track_artist_id	track_album_id	track_popularity	track_explicit
5Y88O6C6YnTTk8Al4nxcgG	Walking Dead	7wlFDEWiM5OoIAt8RSli8b	16KXrAw3eocY4j77dD2EUk	54	True
6Gf7OQmh3Ra5XJkF4Vug4d	3am	7wlFDEWiM5OoIAt8RSli8b	16KXrAw3eocY4j77dD2EUk	56	True
5NEkRHlAuvzEqIhhVCAyvl	Emotional Torn	7wlFDEWiM5OoIAt8RSli8b	16KXrAw3eocY4j77dD2EUk	57	True
2sufxPVFW3H0xarj5eLNMp	Doomed	7wlFDEWiM5OoIAt8RSli8b	16KXrAw3eocY4j77dD2EUk	56	True
6E6ZOtH69pRaqavicpMvgl	Top Say	7wlFDEWiM5OoIAt8RSli8b	16KXrAw3eocY4j77dD2EUk	57	True
1jWHtG4UXwH7JkEGY559Pa	Drug Addiction	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	66	True
16oNc3gAxjqO7ifVoEYqCR	Cross Roads	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	59	True
17BBRv0iYOVlcbMjJUSfBO	The Last Backyard...	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	58	True
6FiySur7YZL0Kff2YVGsEB	Right Foot Creep	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	61	True
0nEWVyeYLtIi3JUHpASGiU	Dirty Stick	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	56	True
1SF8piqsZWn86DajVKih8F	Kacey Talk	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	77	True
7IECs9d4Rrlpa7tiHOCE1w	My Window (feat. Lil Wayne)	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	71	True
1qNEYOlDVjTWoINqQ5lQMR	I'm Up	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	57	True
3StBhEiBdQICzrGiaajy2M	Off Season	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	56	True
7CdoE8U5DwrwCaLoyf3ME0	All In	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	67	True
6sk8haR99TFmwp9S5U7fac	Dead Trollz	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	61	True
73pf02Dw1VhhS4f6pB8xBF	Fuck Ya!	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	54	True
1uqA51UNXPhVjIPpaqdUCb	Big Bankroll	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	58	True
7syeDOBw8Q0hBlwrqStc6h	Boom	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	53	True
7xqpOUezLTYW1zMNFqnBZs	Reaper's Child	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	56	True
2crr8fnMCNKxypSNuHi5Jq	Murder Business	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	61	True
4ECQTHvmLiRq2uq5SlLnrj	Sticks With Me	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	61	True
4Boj4bBiDv6Ur1zKEvLXBI	House Arrest Tingz	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	63	True
0I1rmnYvGPi34cuKthB0sh	To My Lowest	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	59	True
3x5gP4wpAvAk6gjgGQyu9d	Peace Hardly	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	55	True
0IUW6b1taJKyKt6hyagmTG	Callin (feat. Snoop Dogg)	7wlFDEWiM5OoIAt8RSli8b	6MbQdX6OomgQhZU6QCqMKW	60	True
5uMoOYy8G4wCAbKPeYRPGt	Rapariga	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	21	False
0uv14AJMK5RxHRbMeTpAxX	Boomerang	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	30	False
7BCFV1bils1XvWp2r7zY0d	MIA	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	34	True
3yydZof4pq6N4zeyTzLwQk	Passion	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	57	False
21a8xqlsaxpfBUIKqh33RC	Sweater	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	29	False
2vgf4LDfAFFKdIP5IsIRKf	Next To You	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	25	False
3s83U0wNVchaNBdT9lOLnN	Toulouse	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	23	False
4olD96i5Pof5vj04xrbwdR	Gomas	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	19	False
3q7P5zjUg0sa069nIohMLS	Stuck On You	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	46	False
4l0MkCgo7d8GpaZJYPzQrA	Together	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	24	True
7AwwlcMvNrE6UUEMCmYLLt	Carefree	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	29	False
5b59IThHqPwPk6XWfxJ2IJ	Oakland	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	35	False
4iTM0qkWmtd1AKzYoPWo5U	Arcoíris	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	21	False
5VWeEYYX1uWQDFsdJGPQPO	Solo	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	21	True
6roDS132qMzv5GK5GtMb8n	Get A Life	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	25	False
2DmrQQ11vYqRankkzQQck4	Change The Story	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	25	False
3kmuIpQNmmKDsmwTDOTFwr	Dolores Park	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	20	False
2wx8Pvlf8vt1TlNGzBcWVc	Better Days	4AGwPDdh1y8hochNzHy5HC	4ZpCZs3zu8tFnJL0vrQIh1	23	False
2XE7xjoQiCGvJBmcwwycOd	Fever	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
077gamwRrf07yceE6bZU93	I Still Wanna Know	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	2	False
0vdcLcvWyD8DuU5IV56q5P	Nobody	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
54j8LB6J62TsumB7cJNh25	Unusual	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	2	False
0Wm9tnKt1WxTcGd53IJvmr	This Song	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	8	False
4v4OrOxzyPlxhvKfX8yD2E	No One Has To Know	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	2	False
35SyNCpwauDugJOaQkz1SO	The Beautiful Game	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	7	False
3Z3SWq0QpokVY4Wz498eqO	Johnny Cash	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
0SfruoriBgH2Jr554YgLfJ	It’s A Shame	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
76q3aYHzB6HPv8XxgXJFJd	Be	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	0	False
4raswmuBweRe8O3C46HyrZ	Heartbreak Summer	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	4	False
5n4GCIQAqHwQpQVlsiAcb0	Find A Way	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	0	False
2ehRAm8EvZEgwHYLvApwIA	Heavy	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
6b5LLA6KCWJuKCsyihSrAK	End	4AGwPDdh1y8hochNzHy5HC	2a2gaBPzah3tEiGNM3eurq	1	False
4A1d53AopAdTSgzsLNK91R	Master Spy Theme	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
4dvEUOMfLNOTdWrE438BzH	Mission 1 (Tower)	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	8	False
0PKTlk7FyuPMLbLkYikKxt	Cutscene 1	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
4Qeq7eipYd9qNIJtW7NO6u	Cutscene 2	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
1pucLtgg5vohnyZBa2pQwf	Mission 2 (Mansion)	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	1	False
6jdBBunToUw1tZqCml3PmJ	Cutscene 3	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
56XphakJdzYt2T3w66OHoX	Mission 3 (HK)	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	3	False
63XK1NgbI0GG2m0lV2dtbf	Cutscene 4	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
7uJURiXM3RcMPrNDQtVmad	Cutscene 5	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
5ShPGmeQoSCeSVHtqlKBVt	Mission 4 (Factory)	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	1	False
3DeGAsbrWNWoBj4H85t01k	Cutscene 6	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
0l9RIPsUq1tUGTtLO4KSTc	Cutscene 7	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
1kqW13BmrGUeTGhA7AbLEE	Mission 5 (Yacht)	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
3F9MJQYCgsoBqjw4ZCdNpx	Score Screen	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	2	False
119EtxwXHqr2wo5YpBcNxX	VR World	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
41qkErY4Ua1e7BwOc4SE5h	Secret	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
0QTu7LhRU3BGBenuvRTXXP	End theme	4AGwPDdh1y8hochNzHy5HC	0UMiljg2dwbDv1tTp0IsGG	0	False
7oHsIIDKbEJlFULg1HF0pP	Los Dioses	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	77	True
2sqgNScWya6T8PwKMELYW8	100	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	79	False
73O30uMI7n6DuzBmbtO7kC	Antes	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	85	False
1U8Ta5gcm2xhma1FQS2bKV	Dime Tú	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	73	False
3F5OoUJSVVC1f5PwOxcx0N	RD	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	75	True
7m6aTkKrrPHAZ4fGnksoda	Nena Buena	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	76	False
22NqmIHKn0kd8CCFql4ZG4	Contra el Mundo	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	70	False
7IrHrOQnhaHDDfZoraPVhb	Perreo	2R21vXR83lH98kGeO99Y66	28adqly9V7wm5DFr7hlqtK	73	True
