track_id,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
284HtVXAnHjuIj7PRVI5W8,161796,0.423,0.502,-12.176,0.0318,0.627,0.0,0.0435,0.477,150.187,8,1,4
1NI4IzdDRxCKO2ewLFq2v1,180866,0.484,0.362,-15.937,0.03,0.885,0.324,0.203,0.489,83.696,3,1,4
6Mt01hjK1E4ZDLqCCAB8E2,186552,0.363,0.338,-15.279,0.0252,0.82,1.29e-05,0.387,0.605,94.23,3,1,4
5iDA8azGsEddW6C0dbdnSn,157512,0.571,0.34,-14.484,0.0312,0.893,0.00892,0.205,0.652,130.84,7,1,4
5UdVoSrkQ89rLhElOBMemH,171734,0.565,0.223,-16.041,0.0395,0.917,0.0154,0.123,0.794,79.763,4,1,4
4cZzxbYTXLSvw21jbkX1Ax,161640,0.329,0.503,-13.512,0.0321,0.208,0.138,0.0997,0.69,79.007,2,0,4
3N8VuXSKAm86VnPz43lRV8,224067,0.431,0.103,-18.175,0.0358,0.984,0.0113,0.0999,0.137,120.202,11,0,3
0MRv4dpmfeZO8WOV3yki2v,161636,0.402,0.248,-16.342,0.0338,0.913,0.00515,0.125,0.709,169.765,4,1,4
2hqVSWglOnn0hirn5ZsetA,151260,0.464,0.376,-14.75,0.029,0.912,2.98e-05,0.185,0.698,110.081,10,1,4
0oVsqc0kI9TnbQhS5Fv9fE,158884,0.385,0.348,-13.981,0.0536,0.828,0.000208,0.149,0.596,210.091,3,0,4
5QVYj3lTWvhSS8UHBpdBEm,185953,0.249,0.262,-15.555,0.0424,0.891,0.000615,0.0989,0.588,166.76,4,0,4
6Xd8eLa2bfSSsuMJgpR5At,163556,0.535,0.623,-13.599,0.0359,0.765,0.0501,0.154,0.643,119.293,0,1,4
2EohXOhRaiHEtdd6JZbak6,183765,0.373,0.294,-14.445,0.0311,0.97,0.112,0.145,0.555,71.724,7,1,4
56MA3SJioUtdy9HfB7Q7Cy,153057,0.43,0.375,-11.159,0.0267,0.752,1.45e-06,0.227,0.358,75.934,0,1,4
0FjK2W2zpKcg47i9pIdEEy,166429,0.377,0.335,-13.951,0.0341,0.824,0.0,0.254,0.541,152.122,8,1,4
0vUn3liyS1sMxjaOjHjtkL,144936,0.439,0.24,-12.617,0.0363,0.923,1.92e-06,0.0998,0.341,130.219,2,1,4
74kHEBb7j0nt7KAjAbU5Jk,141189,0.505,0.156,-15.816,0.0301,0.965,0.0103,0.114,0.253,110.97,8,1,4
48mBdyatXWPswjc9DJPx98,196110,0.401,0.426,-12.362,0.041,0.833,0.0,0.211,0.397,145.568,0,1,4
5y7WezGVyaSUpH8AJaMWPx,136494,0.586,0.659,-13.624,0.0503,0.804,0.0,0.353,0.891,157.461,2,0,4
0PqH1u41VXe8Zbq9fUt5SZ,270041,0.244,0.664,-14.598,0.0835,0.0825,0.002,0.413,0.362,148.946,7,0,4
7B6GnB5jWA5L7jvmmXVaJu,312810,0.332,0.612,-15.453,0.0972,0.243,0.00264,0.0791,0.493,140.314,11,0,4
4laab3O5eovdFRD04FLuA4,203440,0.339,0.67,-14.604,0.144,0.586,0.0,0.646,0.636,177.255,5,1,4
7JVKqlwDXBfWMoMRShZBEU,481654,0.357,0.603,-15.927,0.081,0.0868,0.000158,0.0387,0.676,130.927,0,1,4
5AJ7TbeSnUp4kMaN8zoswj,368827,0.232,0.478,-15.249,0.0446,0.179,0.00127,0.253,0.264,86.665,5,1,4
7LlUhS02tJdD8VHPLAQIsj,180256,0.137,0.794,-15.299,0.0854,0.269,0.0128,0.554,0.539,169.239,0,1,3
4CKR7Psk9zaoniS8QiXi1O,284082,0.246,0.256,-17.964,0.039,0.534,0.00122,0.646,0.112,128.449,7,1,1
2V0VRa5ds3nENrL0QX1NfG,249701,0.431,0.735,-15.291,0.209,0.206,0.000246,0.5,0.475,132.436,9,0,4
049xza2VZIaHYUgQrtFtmk,189292,0.345,0.484,-16.384,0.0524,0.308,0.000326,0.254,0.225,79.178,2,0,4
0mtpd5HFz93BKo5aigYcdK,333619,0.263,0.642,-15.419,0.105,0.117,0.00122,0.692,0.432,160.177,4,1,4
2SrcWlQ9o9NRutSE3bOIXr,243761,0.404,0.599,-15.367,0.0511,0.212,2.54e-05,0.485,0.398,112.839,9,1,4
1l1HHr2O6iQTFS8q5zRsxv,284910,0.154,0.678,-15.117,0.0777,0.0752,0.0027,0.714,0.3,89.339,0,1,4
5rdPCKwgssj3VZvMXjoMjp,166429,0.441,0.264,-15.692,0.0405,0.859,0.0,0.109,0.494,152.219,8,1,4
1wvyWivmB2sgZLMVPvfw3y,171833,0.557,0.0796,-24.06,0.0544,0.888,0.00278,0.116,0.765,79.171,4,1,4
69UexfIpwoTt8r32oC1E5S,144935,0.526,0.393,-13.141,0.0416,0.284,0.0,0.111,0.505,88.557,2,1,4
6Wh33vpKqMILbagrawOMo8,153152,0.471,0.283,-14.743,0.0306,0.804,0.0,0.186,0.261,76.746,0,1,4
3o3QiGYzPgAz8GeDZKPl6q,161961,0.52,0.481,-12.206,0.0345,0.331,0.0,0.0423,0.535,150.772,8,1,4
5hyTD4QODyGI7U0jogUsjx,224275,0.407,0.0327,-23.706,0.0394,0.979,0.00079,0.088,0.0958,120.147,11,0,3
6M0bi1pAOqWWlUBBaHJoQa,185953,0.351,0.195,-20.151,0.0419,0.787,0.00544,0.0988,0.53,166.629,4,0,4
2S20Xgj1cP37WBt4KCAO27,158949,0.715,0.289,-14.914,0.0396,0.65,0.000167,0.118,0.597,104.905,3,0,4
6ZhXEPuhdLdjhkILHvyYxS,161636,0.442,0.181,-18.192,0.0411,0.875,0.00176,0.124,0.681,169.62,4,1,4
5ZUDVSutKVdLSvLfpUhgl8,409600,0.392,0.476,-6.618,0.0299,0.732,0.000458,0.0748,0.113,133.982,7,1,4
6Kf5DyqcGUaV0c0sBX9twq,255960,0.395,0.373,-8.493,0.0265,0.778,0.0,0.148,0.393,90.098,10,1,4
7tpooN4AtvK9CXBjDnC4wb,243787,0.344,0.525,-8.217,0.0459,0.405,6.63e-05,0.0533,0.427,182.116,5,1,5
476IdWDbnimQWQfv40cFA4,278893,0.577,0.709,-5.08,0.0248,0.0494,0.0,0.102,0.614,81.998,7,1,4
7aHJAWqPjZFHcZFEr0tAtx,309333,0.564,0.707,-5.686,0.0337,0.257,0.0,0.119,0.72,188.3,7,1,4
40yZYUUsdAHKi9T5Ane0Zv,266907,0.702,0.728,-5.248,0.0269,0.229,4.34e-05,0.112,0.615,121.064,11,0,4
4vbuAAtcWpe4lRaGzbBkDS,269067,0.722,0.946,-4.629,0.237,0.231,0.0,0.0818,0.701,98.029,2,0,4
0kAyDKUEIQtV3Z6UROijmt,303533,0.445,0.763,-6.171,0.0996,0.436,1.74e-05,0.135,0.589,96.035,0,1,4
1JYklfeo6izaTSkTZsnjje,130000,0.793,0.748,-4.555,0.0322,0.681,0.0658,0.0583,0.895,124.051,2,1,4
6R8xAqbPYxCJ48XZ6bwi19,325041,0.443,0.507,-7.566,0.0277,0.645,0.000249,0.0928,0.277,76.507,2,1,3
1ckSAaUGuJaKSdyLSvczpF,305177,0.508,0.65,-11.848,0.0539,0.129,5.69e-05,0.954,0.719,117.667,2,1,4
52rYjxFfqqcyPHHad2lDyq,233131,0.621,0.689,-13.033,0.06,0.45,0.0,0.782,0.744,122.375,9,0,4
5SZqNVoltTWDyOY0scLFrZ,206329,0.355,0.721,-12.21,0.0698,0.533,1.22e-06,0.888,0.843,177.968,7,0,4
3walBX9hzdp1Do7HJBt1Au,383988,0.297,0.583,-12.047,0.0565,0.35,4.4e-06,0.747,0.604,156.304,4,1,4
7yZZDyf8GSGJlj30QuDNUS,238590,0.562,0.818,-11.798,0.0416,0.106,1.45e-05,0.755,0.802,114.185,0,1,4
6kLcEAONho1BBbUb9hDWNL,713209,0.389,0.932,-12.556,0.377,0.0441,0.0115,0.934,0.293,97.0,5,1,4
66PsNoGXbLL8gy1c68oRLf,707436,0.341,0.483,-12.569,0.0532,0.472,1.89e-06,0.896,0.532,176.955,10,1,4
4x8UOJ6kqTgHMLrPdBdAHR,234306,0.544,0.562,-12.48,0.0521,0.603,0.000714,0.848,0.949,171.781,10,1,4
6deHOz6grdvx8jLaejqzR6,425131,0.286,0.477,-12.866,0.0404,0.449,0.0039,0.92,0.477,171.393,8,1,3
6yd7LIird9jfTlkbTZAfVo,330698,0.432,0.475,-12.458,0.0303,0.189,0.00406,0.938,0.558,92.331,2,1,4
31DRZS5LmwyN5z9i1lZoZf,289973,0.216,0.721,-11.562,0.0583,0.0356,0.00602,0.915,0.546,170.438,2,1,4
7pLGfQExrQnNiEaiLBICW2,271348,0.385,0.816,-11.48,0.0831,0.18,0.0822,0.99,0.722,138.869,0,1,4
4ahMvJ44ANjlfw8DdYrsQz,261003,0.433,0.766,-10.856,0.0676,0.0386,6.29e-06,0.986,0.574,140.701,2,1,3
08dRQPuosZ6FobaD9P0sWw,205347,0.464,0.424,-11.352,0.0479,0.811,0.0,0.112,0.34,145.371,0,1,4
2RLft0jI24pJg9SL6G4drr,167080,0.608,0.771,-8.019,0.145,0.683,0.00385,0.103,0.603,121.652,5,0,4
44n3lcyAvEIckxdFEpmbB3,230293,0.386,0.0565,-20.236,0.0371,0.985,0.000243,0.0797,0.124,120.561,11,0,3
3tgqvvgaMZWIT50mflAkCB,170333,0.44,0.556,-10.124,0.0327,0.282,0.0,0.297,0.658,79.084,2,0,4
0g2sdvL1Jbe3yjQ5jnPkWf,187840,0.529,0.302,-17.15,0.0337,0.907,0.825,0.124,0.529,83.648,3,1,4
3xqZtWT5xfrKoiNvOO9Enw,151160,0.406,0.368,-13.145,0.0682,0.329,0.0,0.0848,0.483,175.807,11,0,4
0Rc5OSfIasKSpPm2cNteiT,158280,0.526,0.449,-12.063,0.0257,0.723,1.1e-06,0.255,0.841,110.19,10,1,4
0ub4umNTOZRJpluD8MdaTf,148133,0.414,0.107,-19.856,0.0319,0.99,0.0646,0.127,0.326,107.947,8,1,4
7aeTC6XWZ43kcko789BzLT,163093,0.476,0.185,-16.639,0.0566,0.948,6.38e-05,0.14,0.847,168.173,5,1,3
5O25a78FWmiNQtS4EveFTR,458493,0.734,0.927,-3.411,0.0304,0.0195,0.0466,0.157,0.939,114.904,9,0,4
79wEZ8TWLoTShFEyTgEetM,404213,0.821,0.711,-5.203,0.0305,0.0166,3.74e-05,0.0495,0.976,113.69,11,0,4
6ZXCxLNliIKS9fnoLfq4Jo,391333,0.707,0.718,-5.689,0.0333,0.0349,0.000389,0.094,0.888,115.487,10,1,4
5KzXzjACWiDh8lEJy2Nbfe,344653,0.747,0.896,-4.414,0.0365,0.146,5.93e-05,0.111,0.778,131.349,2,0,4
10YrP6flOiqvj6XaA9bZPc,189200,0.8,0.847,-4.337,0.0388,0.134,7.03e-05,0.128,0.866,120.696,0,1,4
4zEFyFPnQCmmOyxcXL9FBi,400573,0.64,0.935,-5.964,0.0568,0.000295,0.538,0.666,0.634,118.306,7,0,4
3xTuwK10fCx8HPjz4M3vnY,331240,0.743,0.585,-6.455,0.0251,0.00839,0.000818,0.0563,0.891,95.448,0,1,4
10u7DofxQrtCjvFvuDJ30f,554200,0.735,0.871,-5.746,0.0522,0.0195,0.00469,0.201,0.845,99.892,10,1,4
2T78FWEqFPkqG98mmB01YJ,327427,0.689,0.89,-4.727,0.0396,0.116,0.00249,0.0832,0.623,118.263,9,0,4
5YKyiEk6tSMZj1EjdEzxRe,306827,0.42,0.547,-6.083,0.0273,0.223,1.5e-06,0.0708,0.328,152.287,4,0,4
3QEI2JgRc9Td0hAdcV7quc,426120,0.852,0.881,-4.116,0.0665,0.0047,0.908,0.0293,0.763,127.01,1,1,4
7CeG81SMOLNTSRrcOwP9iS,358880,0.576,0.767,-5.351,0.0935,0.00058,0.00238,0.127,0.816,177.199,11,0,4
3P7O4IRXI9MmYSujMUf2YX,365120,0.839,0.606,-3.906,0.0507,0.142,0.00622,0.113,0.698,110.298,10,1,4
0yVobptuVcpE0KqwWe6Nc4,338040,0.823,0.882,-3.443,0.0317,0.21,0.000244,0.0728,0.921,121.44,0,1,4
0KJruBJKXa6eLpEOWAwWPp,422680,0.619,0.873,-5.16,0.0732,0.00299,0.00593,0.235,0.783,91.332,9,0,4
0Pb4UdXJ7TVINBIPzVy3wy,339333,0.714,0.627,-4.715,0.0277,0.00465,0.00165,0.165,0.643,114.269,0,1,4
1GEY9Y7TnCT93P6SP4B3HM,468147,0.679,0.683,-5.283,0.0741,0.0539,0.00135,0.365,0.65,94.484,8,1,4
0zC4OjvIXGY154fGKSVPjA,439320,0.801,0.9,-5.555,0.0444,0.0301,0.648,0.0494,0.682,116.395,0,1,4
3xcdjT9QMnzUbnXbkurbLn,417600,0.751,0.851,-4.658,0.0332,0.13,2.27e-05,0.0984,0.61,106.005,0,1,4
5K23p13rHHiHikIVPyxbuT,449147,0.681,0.979,-5.002,0.0506,0.0168,0.007,0.234,0.619,110.791,7,1,4
1LbT54vonQXT63lGJe1Ab6,383653,0.83,0.72,-4.865,0.0379,0.00345,0.399,0.0524,0.958,110.559,5,0,4
1DCB0qUXIWT66UA12nM3KA,126360,0.651,0.854,-3.553,0.0313,0.644,0.0,0.108,0.765,128.761,2,1,4
2aONGSno8haaHnDUtemZI2,126360,0.63,0.847,-3.806,0.0394,0.548,0.0,0.107,0.767,128.706,2,1,4
3eKPfVOoj3k9MDI7t815kw,208773,0.73,0.91,-3.297,0.0634,0.202,0.0,0.1,0.85,130.005,7,1,4
0ChHFxgwfFtFiwepA89TOQ,239067,0.691,0.822,-4.592,0.0389,0.0671,4.2e-06,0.0881,0.504,114.011,11,1,4
78LHQroYp0bq3PZD4f4bpw,242212,0.869,0.756,-5.045,0.0284,0.289,2.99e-05,0.12,0.896,114.958,7,0,4
1wNdL7g8pHuaZbJ8qN0LTn,240375,0.786,0.92,-4.076,0.198,0.17,6.02e-06,0.179,0.855,111.988,0,1,4
6eJfGaXOwQO02pMbEHHwGW,245307,0.668,0.754,-3.98,0.0348,0.196,0.0,0.133,0.72,92.066,7,1,4
4gJgmAfU1kMrXZcVjhmdnn,196400,0.707,0.736,-4.103,0.0264,0.461,0.0,0.158,0.891,110.032,9,1,4
0A3eOq1dfq1gxjjepTeBGY,290027,0.855,0.73,-3.507,0.0464,0.194,2.37e-06,0.0935,0.856,104.015,4,1,4
1ak8LkAbicNM6HJGdF9TcY,219907,0.72,0.714,-5.451,0.0289,0.12,0.0,0.11,0.674,91.976,11,0,4
0PZ3BeqvyiY5Btau3lLoii,259907,0.774,0.49,-7.279,0.0545,0.332,5.61e-06,0.111,0.523,140.038,11,1,4
1WBDiht5Oxsrt7NdAx66JT,251560,0.801,0.792,-5.536,0.0334,0.663,0.000141,0.373,0.773,106.976,5,0,4
3H2zuhsLitxpCfLxsa2jNU,244573,0.797,0.907,-3.361,0.0694,0.0413,9e-06,0.0281,0.932,106.011,10,0,4
6hTy9H5yHMGRC4lDssZNxh,320867,0.827,0.685,-5.587,0.0468,0.0823,0.000176,0.115,0.921,143.94,0,1,4
1BNCUxFEPWxnUo43E40YM9,228200,0.766,0.861,-5.246,0.0617,0.223,6.01e-05,0.194,0.594,112.002,9,1,4
1BiFYleJe3omK4xFC0yJC0,234507,0.697,0.52,-5.798,0.0422,0.623,2.97e-05,0.182,0.499,148.076,11,0,4
0unGInKuT7MuQHUBbyash5,247480,0.721,0.688,-6.355,0.0287,0.652,0.00528,0.45,0.778,96.011,0,1,4
5qZK9fEhPCcJ3Auu7ymGyT,231827,0.627,0.717,-4.611,0.0418,0.632,0.00046,0.0768,0.659,85.002,5,0,4
7BNSa5qN0dDg81ySZze6S6,245960,0.703,0.907,-4.056,0.067,0.0292,1.38e-06,0.291,0.491,92.973,1,1,4
7LLXLd0pisbEAdIVK502VM,208947,0.747,0.898,-3.683,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,1,1,4
3gu0fRSgFuc4FmrtIv0DnC,219947,0.73,0.836,-4.277,0.0409,0.0073,0.0,0.0371,0.879,92.043,3,0,4
7BuHdm4lQqcyG3qTwdkxus,226200,0.8,0.74,-4.52,0.0479,0.184,0.0,0.0558,0.775,90.035,10,0,4
1q7auenB1HtlxmJJbWCDFL,223147,0.767,0.877,-4.011,0.0492,0.0438,2.52e-06,0.0996,0.519,98.041,1,0,4
0RdUq32U3zXzz2s9510RV2,226560,0.759,0.853,-4.883,0.0834,0.00647,7.27e-06,0.241,0.716,88.955,10,0,4
4ByaTrfoYbXrmlbsTG8MTD,237907,0.829,0.723,-3.743,0.105,0.176,0.0,0.0877,0.721,92.956,8,0,4
53Zjas25qARnEB1mCtlsQH,225120,0.794,0.748,-3.894,0.068,0.0368,0.0,0.077,0.806,97.049,10,0,4
4cI7ZvXSCk4RHqj3XGPWGb,210920,0.656,0.643,-5.229,0.245,0.0614,4.42e-05,0.337,0.385,179.772,7,1,4
78HiHN13h6knr2nSyRVZwe,250160,0.81,0.729,-6.218,0.142,0.0101,0.0,0.235,0.491,140.122,8,0,4
2WpcDo8852SFu0s9SAcp1V,188987,0.819,0.837,-4.568,0.0995,0.056,3.1e-06,0.26,0.639,97.996,0,0,4
48HDsxWfp1GXdpA8iyycP0,241867,0.676,0.794,-4.446,0.0687,0.0177,0.0,0.167,0.741,180.096,1,1,4
6UwmwaI4r2vydvOxzqTJc3,192187,0.655,0.807,-5.927,0.106,0.0239,5.5e-06,0.252,0.651,171.953,11,0,4
72kMzFs3DToSPeunmtx9Fs,234227,0.703,0.659,-5.009,0.11,0.0465,0.0,0.0586,0.776,167.967,6,0,4
4DZxe0dlfauYao6bxgH2st,172853,0.872,0.785,-5.463,0.153,0.0303,0.0,0.0798,0.723,95.991,1,1,4
6d8owCU2kQ63h5bB8YYjv3,227400,0.87,0.686,-6.396,0.0951,0.119,0.0,0.256,0.76,95.018,10,1,4
63rXrC9NNppuEzIxTbWr3w,207587,0.82,0.787,-5.542,0.131,0.112,0.0,0.453,0.761,96.002,11,0,4
58cSwlyx9Mc5HU1wjro6HF,213013,0.817,0.755,-6.173,0.0396,0.355,5.58e-06,0.111,0.771,104.985,10,0,4
2DSU6SakayCMfkOCO9pqtD,208093,0.715,0.722,-5.401,0.226,0.115,0.0,0.438,0.552,93.973,11,0,4
4Fe3PGF2RxBzjXKkmvcyux,156560,0.707,0.853,-4.442,0.165,0.235,0.0,0.115,0.716,95.951,2,1,4
34EQNWiFCgjuFXgXtOdKxq,276560,0.715,0.778,-3.915,0.0526,0.021,0.0,0.0905,0.161,127.953,11,0,4
1W3TrOW4Gnj2SijuIZLD23,271720,0.785,0.724,-6.032,0.0493,0.289,0.0,0.0926,0.431,100.941,6,1,4
6hy9vnurvE4XNAnerYkl8a,169307,0.794,0.642,-5.335,0.0607,0.188,5.14e-05,0.28,0.594,97.007,11,0,4
75OOFh5FYv7pgscA0pmR0X,181067,0.774,0.789,-4.604,0.0487,0.0477,0.000352,0.0756,0.16,114.992,1,0,4
1CYCMGSBuzW5XBu1dRvJs9,162560,0.817,0.653,-10.061,0.101,0.00891,2.55e-05,0.104,0.864,95.007,1,0,4
1GjF6c1onv8AsrI4TlvhwZ,192307,0.79,0.869,-6.621,0.235,0.0845,3.01e-06,0.137,0.712,94.998,7,1,4
21NVlDWv8cr0bE8l9UnfIz,206627,0.696,0.836,-4.429,0.285,0.0728,0.0,0.0823,0.591,93.946,10,0,4
4P2p81ha2CywKALMNzn5aG,158667,0.622,0.775,-4.161,0.303,0.108,0.0,0.201,0.553,93.744,11,1,4
0aw3wlOTcpgrpbju0hvIm1,147693,0.811,0.887,-4.869,0.124,0.15,0.0,0.0474,0.945,92.106,4,1,4
2emC5JLE6ALnIcSRRHUNfP,190947,0.882,0.793,-5.971,0.208,0.0211,0.000556,0.0921,0.641,95.998,11,0,4
4QqyP3c2rUX0Sf6NnzzTuQ,176187,0.543,0.912,-2.704,0.286,0.0401,1.18e-05,0.33,0.51,173.854,7,1,4
0EZlQkpHLAfOAX1nA1eXnp,165080,0.866,0.788,-3.405,0.118,0.12,6.92e-06,0.0786,0.588,95.444,4,0,4
7spkNn7FhdY7Sutbz1B6RD,152187,0.805,0.894,-4.289,0.147,0.157,9.18e-06,0.103,0.813,95.007,4,0,4
2yrybOjLl8FYZrMKIB2N9z,224000,0.754,0.86,-5.12,0.29,0.105,0.0,0.126,0.532,94.927,8,0,4
4YIQ5znwHwbeN6BGpN10YI,202827,0.85,0.884,-7.676,0.0563,0.0042,0.000868,0.107,0.552,109.983,4,0,4
1jIMQ9WtS2FArbGr18EToo,207560,0.822,0.496,-10.792,0.22,0.00211,0.0,0.103,0.379,98.016,1,1,4
5UKQ7sdeVTHBrXA7N4Ks6x,179253,0.877,0.779,-4.813,0.0794,0.0594,3.65e-05,0.0656,0.961,95.009,6,0,4
0PaMlxDmjtZqlFHkllz0ME,202120,0.824,0.799,-4.426,0.183,0.438,0.0,0.121,0.882,94.979,4,1,4
1DfrUgwpsUQzVa0OAUEjAm,123840,0.905,0.806,-4.193,0.133,0.223,0.0,0.0604,0.574,96.041,2,1,4
4cQd0u7EZcYAeuJyR8Fi5K,162787,0.694,0.734,-6.976,0.353,0.201,2.55e-06,0.0628,0.508,106.924,11,0,4
1hTXDYeS5UEXq2T4CSmWgR,185973,0.768,0.753,-5.905,0.12,0.145,0.00368,0.0907,0.729,94.977,0,1,4
4EnWXO7o1ZLF47VcLNlZ3Q,186867,0.795,0.891,-4.124,0.189,0.0912,0.0,0.332,0.384,95.031,0,1,4
3spYXzQKHXwGabld9m54SY,184907,0.844,0.862,-5.043,0.114,0.132,1.92e-05,0.066,0.816,95.999,4,1,4
5QgkQw8FRyfLnb1YkVWhx6,180000,0.711,0.737,-5.144,0.101,0.0193,0.0,0.0632,0.44,172.066,8,1,4
273dpahq5WSO7pf8qMEPe1,241320,0.803,0.624,-5.715,0.234,0.725,1.41e-06,0.125,0.599,92.997,0,0,4
7e11H25X7JaDhtdhVsmA4d,184293,0.862,0.845,-4.329,0.145,0.192,0.0,0.202,0.698,94.997,8,0,4
3QNgZ5iWxpGZ0aDVgGsGZ5,221675,0.453,0.843,-11.938,0.136,0.736,1.77e-06,0.932,0.249,93.462,9,0,4
06c7WD2GOQytkkP63BUD6n,144509,0.282,0.711,-14.275,0.457,0.677,0.0,0.939,0.379,92.821,11,1,4
5XyoD9vUEN91ADgNtbNfvg,197303,0.463,0.614,-17.899,0.0719,0.778,1.23e-06,0.916,0.601,96.778,8,0,4
5ciL5QdtRs7Zjle31oihZ7,227709,0.489,0.688,-13.765,0.242,0.599,3.86e-06,0.939,0.334,95.932,0,1,4
5yRVe7o0FPQLMibYhNhdx1,205714,0.568,0.597,-13.313,0.374,0.555,0.0,0.899,0.273,94.777,0,1,4
26v0uaaS7DvqEd5ql1zL29,196206,0.45,0.631,-13.036,0.0734,0.308,0.0,0.879,0.526,92.814,9,0,4
4qhR88w0IWxrYC3gQEwdFH,171938,0.486,0.852,-14.185,0.0736,0.652,0.0,0.926,0.238,94.017,2,1,4
5kwSB4sjDur1was6Xnk0qI,246178,0.502,0.498,-13.983,0.129,0.577,0.0,0.661,0.395,91.907,4,0,4
4WUaJkwmjoXaPBMUmicsK9,126145,0.508,0.939,-11.898,0.156,0.528,0.0,0.95,0.368,96.082,0,0,4
2Zo3mQWKf2TyWcaY15zVEt,249704,0.508,0.795,-12.473,0.155,0.461,0.0,0.917,0.374,94.929,9,0,4
4Ash7NV5gj8bRhqwUMMFqn,140278,0.437,0.711,-13.691,0.0688,0.627,0.0,0.911,0.316,96.59,8,1,4
5LcgPokuDmFR71En0g3jxF,163030,0.396,0.718,-12.393,0.235,0.426,0.0,0.859,0.177,122.711,4,0,5
0GZ7byApA6ldulW5ONGjEG,154488,0.508,0.708,-11.051,0.201,0.731,0.0,0.989,0.309,126.345,6,1,5
7A4UGv9NKntl3vRXQUOPXt,190929,0.462,0.73,-13.742,0.258,0.447,0.0,0.975,0.261,93.712,1,1,4
1I7BUq2MwAWWXTm22OsFbL,126198,0.583,0.719,-13.291,0.178,0.0895,0.0,0.973,0.35,95.062,1,0,4
3m4W8d3ummc18s8ACSo2CT,96601,0.481,0.502,-13.998,0.0813,0.351,0.0,0.779,0.489,99.827,11,0,4
3MJ4k76Gfvhr6jxzLLZ1bN,179409,0.284,0.623,-13.295,0.398,0.124,0.0,0.667,0.21,179.967,4,0,4
6d1wVWDbzVs0MtqqSYOZ06,271360,0.73,0.873,-5.611,0.182,0.0722,0.0,0.0655,0.466,125.949,8,1,4
41IrY9OFcaWVnEojXftyVh,243387,0.797,0.828,-3.972,0.115,0.289,0.0,0.434,0.572,79.992,0,1,4
6AQP8k6TdWeX2s4gPQHMrS,209867,0.841,0.784,-4.417,0.0554,0.102,0.0,0.0484,0.215,94.017,2,1,4
4HnkrzdLXTdAltUm3J22GD,225067,0.786,0.703,-3.254,0.0481,0.0259,8.98e-05,0.0775,0.821,128.033,7,0,4
2RMWA3mvD4nxBR1sGF7wRp,240320,0.804,0.88,-4.05,0.159,0.0287,9.88e-05,0.301,0.382,123.118,5,0,4
3hQ6RMdefV7Jpbg0zuvWg1,253093,0.718,0.737,-5.134,0.0804,0.122,0.0,0.0573,0.533,127.956,9,1,4
2USDM68d3220E2JHirIDX3,212613,0.733,0.928,-6.062,0.0826,0.0879,2.55e-05,0.15,0.783,119.957,6,0,4
7y08Z9nFPI3tRy1itIogQh,302347,0.726,0.877,-5.293,0.182,0.208,0.0,0.247,0.914,168.048,9,0,4
0OPiWyMTSed9KfusCHwuDe,293493,0.708,0.739,-5.555,0.0367,0.436,0.0,0.3,0.542,125.871,0,0,4
6tUIDpB2ubS2Z03XBA3Ovu,264413,0.725,0.776,-4.614,0.128,0.119,0.0,0.198,0.455,171.984,9,1,4
4R1ZTCkXn3kW823NJdvaMA,208773,0.738,0.874,-5.821,0.134,0.198,6.75e-05,0.102,0.709,127.091,1,1,4
1OzxzCYQkJNvj6IHcA2Atc,278080,0.823,0.933,-5.457,0.0837,0.0804,9.02e-05,0.0558,0.407,108.0,0,1,4
4O3pp2QQFsYTxVVeoiA5es,231640,0.797,0.847,-4.09,0.109,0.0524,0.0,0.141,0.404,102.015,8,1,4
4vmHKqDJ8E68ZNBlXQnlri,73253,0.643,0.321,-11.726,0.832,0.946,0.0,0.106,0.841,84.447,9,0,3
4WfixjOkauRGb4qLRKkwLJ,134867,0.663,0.948,-4.412,0.282,0.0584,0.000528,0.789,0.32,96.961,11,0,4
7I7SHfMNIK1uZhwOQAKN1j,222960,0.656,0.937,-4.365,0.0839,0.0748,0.000182,0.934,0.717,94.989,2,0,4
3ZQoh3pt2XueRK1hWixvlF,167933,0.694,0.895,-4.354,0.117,0.0412,0.0,0.457,0.533,96.024,4,0,4
4Mf75HpOTCzmWTnU1tdg9c,230587,0.429,0.903,-5.216,0.306,0.0823,0.0,0.939,0.344,85.469,7,1,4
6CThSqfK1ccodOUitl4qiO,208467,0.585,0.851,-5.231,0.267,0.056,0.0,0.329,0.563,179.931,1,1,4
5qg3YyPK4NVsIaGcugJxIH,259427,0.601,0.774,-5.242,0.0629,0.163,0.0,0.356,0.476,79.994,10,1,4
4MaMcprk5VXShkKAAryqvj,285720,0.596,0.829,-5.542,0.311,0.286,3.87e-06,0.718,0.309,96.22,6,0,3
3UKfYr2qkBgL7HB12FUbEF,273640,0.779,0.922,-4.934,0.0588,0.0946,0.00258,0.872,0.671,116.021,9,0,4
6gvmFy22y04NmdDLHZ1Rbq,246573,0.727,0.889,-5.495,0.0641,0.00491,0.0536,0.99,0.185,115.066,6,0,4
1adJFDXWCTzHzVNfCeFgC1,232533,0.74,0.917,-4.222,0.0706,0.0801,1.18e-05,0.616,0.424,96.027,1,1,4
