track_id,track_duration,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
2K7b2hTAXej5y014uvwUA6,117033,0.832,0.3,-8.982,0.733,0.918,5.92e-05,0.115,0.535,73.995,4,0,4
5zHMHqqSQ7rUHbwtHf7wvE,148275,0.679,0.585,-7.976,0.202,0.821,0.0,0.0896,0.839,89.97,4,0,4
6ZRYDJXDI4OLmWnO5BAafl,104024,0.926,0.481,-7.104,0.0548,0.677,0.0,0.09,0.554,94.011,2,0,4
27VZpUpD3rYe85rXU8L10i,186335,0.906,0.763,-5.076,0.362,0.339,0.0,0.125,0.703,138.066,4,0,4
2KMPEI406H9G8UqiWDfuTK,131287,0.748,0.62,-5.631,0.349,0.34,0.0,0.15,0.915,94.508,1,0,4
7LoHryKSypwGyBD2av1EMO,103483,0.809,0.444,-6.534,0.607,0.597,0.0,0.238,0.694,180.05,7,0,4
1U9dyoA4mJqcnegf1Mcw39,150027,0.749,0.473,-9.26,0.0609,0.73,0.0,0.209,0.902,82.437,7,1,4
06ySn6mLRwFtrvf8DOffb1,123871,0.733,0.443,-7.953,0.148,0.781,0.0,0.105,0.969,186.016,3,1,4
71FLahKdwoes8yaNGRTCEJ,179174,0.943,0.547,-6.582,0.307,0.521,0.0,0.121,0.721,129.996,4,1,4
418EDMgo4J2e45ss79nNFK,179868,0.555,0.522,-5.98,0.449,0.73,0.000249,0.343,0.504,97.122,1,1,3
3iXP0G94qFZiXgZGZb2i5R,148553,0.768,0.675,-5.152,0.267,0.635,2.38e-05,0.15,0.942,99.988,0,0,4
1giM5WoZV4CZ2yhSdRqDCa,128888,0.922,0.609,-4.762,0.0485,0.502,4.42e-05,0.125,0.399,135.933,1,1,4
33fI4egEviMYAY5Z6F8GTW,143998,0.702,0.576,-8.984,0.301,0.749,1.87e-05,0.117,0.319,141.744,10,0,4
7ke9zcPccX3g6C0vxZK7wS,148819,0.855,0.577,-6.696,0.382,0.836,1.91e-05,0.191,0.762,144.975,1,1,4
5KdEwnJh1ks5zIav0c3a9X,139030,0.526,0.422,-10.671,0.114,0.723,2.28e-05,0.163,0.147,106.848,9,1,5
2wPWhX9ufnsIxUmKhO82Ff,327653,0.342,0.805,-13.429,0.0494,4.55e-06,0.846,0.974,0.267,109.248,4,1,4
1zgi8cnvmOgX9pgRm7VLq8,287747,0.334,0.749,-13.788,0.0513,2.3e-05,0.897,0.981,0.328,97.796,11,0,4
1zXUPbamOZadKJnp2F4rjz,303013,0.429,0.664,-13.656,0.0361,7.41e-05,0.687,0.952,0.364,98.302,4,0,4
0dhvFClEojdVOYwWdS6xFn,326720,0.468,0.561,-15.273,0.0281,0.000418,0.808,0.981,0.293,102.04,2,1,4
2Ps92LJaqbTuJSTcrNz1nQ,292933,0.396,0.639,-13.793,0.0333,4.05e-05,0.605,0.987,0.405,96.63,4,0,4
5M3wEFQALJGarNypgjETvZ,368733,0.207,0.669,-14.421,0.0409,0.000475,0.531,0.935,0.182,96.463,5,1,4
45V6ElXhLm0UKLjQGOssK8,234093,0.418,0.645,-13.43,0.0479,3.69e-05,0.436,0.777,0.289,89.388,7,1,4
1H2HIrmzhBp0j35fnkg5Tn,354987,0.439,0.707,-13.922,0.0407,0.000357,0.33,0.91,0.69,126.22,2,1,4
4zyQlTYvze5PYAFLWv46dG,481520,0.15,0.656,-14.129,0.0587,8.21e-05,0.344,0.473,0.458,83.142,2,1,4
4adT9gy1e2yQqgktBJjmV5,258573,0.5,0.567,-13.008,0.0336,9.03e-05,0.426,0.712,0.18,128.382,2,1,4
5pjejHwqVH7kwYSfe5FRih,393667,0.312,0.742,-13.448,0.0458,9.96e-06,0.907,0.989,0.202,99.738,2,1,4
6yl8xUEYMwP99PRATTn23e,268400,0.319,0.629,-14.511,0.0425,1.56e-05,0.579,0.962,0.398,132.697,11,0,4
0DycHK13kl8BVBo9CNhS5Q,271507,0.435,0.643,-13.897,0.035,2.57e-05,0.586,0.42,0.567,120.027,2,1,4
2APXqIfZBRQcqlMQWipbML,294307,0.304,0.705,-13.208,0.0443,1.39e-05,0.909,0.711,0.398,129.303,9,1,4
3TmcHmjPbiuOBU3HSdUzHi,296855,0.301,0.965,-4.528,0.0798,0.00346,0.354,0.524,0.297,138.19,8,1,1
1yzCrk8f2xOYxK10gA3doJ,224511,0.371,0.956,-5.753,0.0604,0.00858,0.00353,0.927,0.477,94.11,8,1,4
3BLI9xQqyru1EI8JXeepYI,177755,0.398,0.989,-6.39,0.138,0.00357,0.863,0.996,0.283,104.021,1,1,4
4Ikcd4OICvPgtg2tkc4Diq,252442,0.222,0.994,-5.694,0.146,0.00221,0.0572,0.981,0.0988,114.735,8,1,4
4pZLGFCghzQAcAEjC6UOql,272277,0.132,0.905,-5.591,0.0661,0.00835,0.0992,0.757,0.504,205.962,2,1,4
0w2uC3kl1eC45CnziPmCcL,510047,0.336,0.905,-7.747,0.0907,0.0207,0.0284,0.331,0.313,143.679,8,1,4
4xR4KZ91cWvHzWq0QTBHlD,202709,0.276,0.948,-5.872,0.0779,0.000688,0.618,0.906,0.31,132.008,8,1,4
3Nsbd2DrwlQXOLmqZZqMIP,202507,0.302,0.99,-5.037,0.135,0.00193,0.595,0.983,0.229,133.07,3,0,4
6jovblydM6vvBc5NLjWecc,311507,0.417,0.901,-5.547,0.0658,0.000894,0.255,0.19,0.554,126.004,1,1,4
2N6TLiHyUpxx3INZukzXxn,188909,0.382,0.918,-5.416,0.055,0.0028,0.446,0.755,0.652,124.982,8,1,4
4zzmKGrKD4Up24m2OLfGre,174820,0.379,0.994,-8.579,0.17,0.0392,0.755,0.747,0.179,139.708,2,0,4
6Oc3KTRkwBn051uN4mAh6o,334415,0.416,0.953,-6.648,0.185,0.0161,0.297,0.967,0.272,138.105,8,1,4
0Vh7Ko6sWzhxmN6Tmo9w7I,267445,0.426,0.872,-6.243,0.0598,0.0129,0.0293,0.985,0.613,130.165,3,1,4
505gjBGN0kq2bhcH58yCun,303924,0.371,0.849,-4.872,0.0513,0.00603,0.208,0.529,0.347,115.004,2,0,4
58jnu1KzlrXKr3umvz9bwO,224393,0.397,0.958,-4.946,0.076,0.000847,0.153,0.771,0.532,113.308,5,1,4
0AZr4McdGJsEEtZAHiPQEw,344007,0.27,0.989,-5.859,0.198,0.000186,0.0228,0.757,0.215,126.584,6,1,4
5VmzeCbSwgbfLY9HYeUu86,264984,0.427,0.809,-6.508,0.0436,0.00685,0.275,0.26,0.493,104.998,8,1,4
2xVlDGbdMdRu5r7XfPKb40,347771,0.426,0.821,-7.045,0.0835,0.0118,0.187,0.976,0.223,106.134,8,1,4
6F52271LEGb2hLnMjYQkgs,311251,0.392,0.952,-6.297,0.157,0.00833,0.149,0.794,0.367,101.086,6,1,4
4avmLKlbAnRhgFm9LE8xMY,216227,0.422,0.95,-5.437,0.0647,0.00227,0.701,0.989,0.623,99.015,5,0,4
3gDCYvkKqnKqbT8sAgg74t,310103,0.318,0.753,-6.449,0.0801,0.114,0.000367,0.883,0.281,129.14,0,0,3
5ODnPM0AKUnqGQjTiU0sXO,260763,0.352,0.915,-6.161,0.0761,0.0107,0.103,0.943,0.199,146.099,8,1,4
4gCjTD3RUyI6yOKGRiko5Q,488081,0.222,0.88,-8.335,0.258,0.619,0.885,0.656,0.0778,95.126,3,1,4
31ZPpOD8nUGhMVEJCGIali,367440,0.354,0.925,-5.087,0.0894,0.00393,0.0463,0.97,0.442,139.084,8,0,4
0ni5H9Y64HEZGgi3wvIWMi,348366,0.268,0.917,-5.251,0.0894,0.000473,0.196,0.965,0.351,131.102,1,1,3
06rNnKbRdMJpoKtSubioH1,283040,0.497,0.886,-3.314,0.0435,0.00929,9.77e-05,0.198,0.508,100.118,2,1,4
7xxEXoFwWZm0hE7QfJkH3L,176507,0.504,0.988,-2.982,0.0834,0.00403,0.0012,0.296,0.584,102.13,1,1,4
4Qz6E86sBqUPzMCcE8ubnJ,223267,0.591,0.888,-4.21,0.0459,0.0507,0.0369,0.0502,0.788,121.037,1,1,4
11n9nKGvLMovU3NHMA4hMi,194213,0.401,0.993,-3.441,0.177,0.000487,0.0012,0.0529,0.2,133.134,6,1,4
1KxTUUQKLzTuu4Vsa6w2lH,266693,0.509,0.882,-4.448,0.0379,0.0016,0.0129,0.0968,0.493,141.976,1,1,4
6iLVm1fAduidsvD4kPq23t,150667,0.523,0.964,-3.148,0.0578,0.00189,0.000348,0.344,0.718,101.982,1,1,4
48B86KdN6bIOt6HEgyhsat,287493,0.53,0.974,-4.156,0.141,0.00111,0.0175,0.112,0.226,131.038,3,0,4
4LdIy18zJqZmAALCsG6vA0,226547,0.255,0.973,-5.465,0.164,0.00234,0.241,0.472,0.321,138.708,1,1,4
1DxNcmPlByEZKqEZeHWABm,238960,0.521,0.969,-4.162,0.0934,0.00686,0.00478,0.22,0.643,125.006,1,1,4
33R6trdZCNive6RUfQa2kH,173347,0.324,0.98,-3.551,0.0968,0.00133,0.00382,0.26,0.686,186.127,8,0,4
10C5lNcl7Jt0Rxq2nnnOXQ,247453,0.266,0.889,-5.202,0.114,0.0078,0.00233,0.239,0.527,177.748,0,1,4
6lgYY0SK7u8chS2oBxgMte,230747,0.501,0.967,-3.497,0.0586,0.0012,0.0124,0.0527,0.504,106.008,1,1,4
5ttwd9AC8Ay7hLCPv5PgKk,303960,0.463,0.927,-4.327,0.0573,0.0016,0.000695,0.0988,0.41,124.979,8,1,4
0IwUJcnMmYRz0yMuzPxM58,105560,0.439,0.158,-17.183,0.038,0.728,0.894,0.142,0.268,162.182,2,1,3
4xy7TH6cZhQ2X1h6e8YYiJ,330800,0.554,0.724,-5.151,0.0424,0.00579,0.000112,0.0964,0.885,142.975,2,1,4
7mRDXdJ67v07Lyex4QxG92,324227,0.299,0.467,-8.628,0.0353,0.00703,2.57e-05,0.0883,0.303,175.687,4,0,4
6LhNTfMZSZRuMz2AReDKAD,327307,0.672,0.704,-7.308,0.044,0.0182,0.000359,0.056,0.78,143.068,7,1,4
3Mp75LPp7WmA08plYmhy25,462733,0.553,0.632,-8.984,0.0366,0.0818,0.00582,0.093,0.29,107.404,9,0,4
3kOnA3gvj5odIBQppS0oC2,342400,0.44,0.52,-8.576,0.0375,0.402,8.16e-06,0.063,0.389,180.477,7,1,3
5TKFgY0zLartaiLtDNppeS,514533,0.223,0.434,-8.319,0.034,0.024,0.00356,0.0744,0.214,185.406,9,0,3
5lbgLzOq0c4EWsXWYaYEqr,87000,0.293,0.234,-18.799,0.057,0.736,0.702,0.072,0.276,108.775,9,1,5
50SPFQVlpW7V4X9kYkWApk,342107,0.34,0.95,-6.123,0.125,0.00836,0.000596,0.563,0.296,97.984,9,1,4
5sjlFO9LsDOfSsqyPWT2Nt,364027,0.341,0.236,-11.876,0.0336,0.611,0.000358,0.103,0.135,135.118,5,1,4
0J372ujJKZ8wOLRWSWl7Pi,318173,0.509,0.919,-4.935,0.0442,0.000539,0.0295,0.122,0.39,101.978,9,1,4
72hpTHMLFrO4ErhSQl2FhZ,247467,0.592,0.898,-5.194,0.0358,0.143,2.29e-06,0.229,0.537,118.006,9,1,4
4kqhpdBNKywstQpWMnEglC,356067,0.637,0.795,-4.691,0.0272,0.00516,2.7e-05,0.0848,0.658,105.96,6,0,4
0qgYiq9XbiuNgGbYD56TEU,237333,0.486,0.974,-4.101,0.0988,0.000629,0.0182,0.336,0.384,103.042,7,1,4
6qLWVIsx33X7toha62ruXG,88827,0.327,0.408,-25.641,0.0512,0.626,0.0179,0.542,0.0583,95.763,5,0,1
5BiTN5wndDycE0iBlq0Xl8,312640,0.287,0.533,-7.206,0.032,0.0324,4.81e-06,0.161,0.252,79.41,5,1,4
3C2opX2Mf0RZkoylmGslhR,328893,0.54,0.938,-4.733,0.0425,0.000389,0.000802,0.308,0.559,134.678,2,1,4
5ssY9IYbqlCRpjCOjbAw98,244733,0.457,0.948,-4.554,0.0451,0.00443,0.946,0.312,0.713,81.94,9,1,4
55ujXAzOG4nDhn24VMOUcz,282667,0.381,0.677,-5.903,0.0329,0.00804,2.22e-05,0.247,0.368,83.538,2,1,4
7kOYBURrFgazQcu97eVDtI,394400,0.229,0.819,-6.567,0.0624,0.00219,7.46e-06,0.0742,0.341,79.918,11,0,4
6DZ0RfiX41vy4uiXWHN6ih,328533,0.401,0.961,-6.88,0.0588,5.37e-05,0.575,0.979,0.3,109.78,4,1,4
5EwwRbSyH5iL84MfuBn8Ci,292107,0.163,0.938,-7.181,0.0748,0.000225,0.545,0.995,0.316,198.173,2,1,4
2Htf3TcYp8WOMMljTeP9Mg,322360,0.494,0.843,-6.87,0.0323,0.00337,0.0517,0.972,0.233,103.407,2,1,4
2rstrDD1IzQfXCzACxYAUS,308907,0.502,0.914,-7.683,0.0533,0.000446,0.371,0.966,0.243,99.556,9,1,4
7DJjE9J0KtT7VixNxM3hEb,277827,0.462,0.909,-6.974,0.0365,9.47e-05,0.701,0.404,0.333,139.757,2,1,4
5ZlrIxpNYL3whuhnB7lw0S,380973,0.377,0.894,-8.231,0.0441,0.000266,0.491,0.982,0.264,100.815,2,1,4
11hrac0abM5C78XGjnxsNx,289267,0.464,0.94,-8.06,0.0457,0.000184,0.11,0.988,0.346,146.595,0,1,4
7CD08l8E8eLVdqCP70s6SV,289960,0.44,0.885,-6.516,0.0317,0.00114,0.62,0.418,0.465,98.072,7,1,4
0CYcI1zRqlEJsZ0FXAEP5e,315107,0.238,0.535,-13.15,0.0548,0.0118,0.242,0.579,0.134,107.877,9,1,3
0lq7ZakacDVQSJHof8GQhC,578227,0.222,0.93,-10.425,0.0606,5.92e-06,0.914,0.703,0.127,152.653,1,1,4
0efpklu9vwloDqyhWMD8rj,399040,0.35,0.82,-8.193,0.045,0.000149,0.0146,0.992,0.244,147.543,9,1,4
1mxpwB4SDzqejvagpOUNJQ,314027,0.502,0.744,-8.63,0.0274,0.0125,0.00182,0.909,0.414,88.398,9,0,4
4joCaG7AznFlNmFTT2zPta,321733,0.476,0.943,-7.347,0.0574,0.000415,0.63,0.969,0.279,130.626,9,1,4
1RbIlH3ntrPcrPUiFGbs1L,373400,0.292,0.844,-8.586,0.0413,0.133,0.0025,0.988,0.106,94.448,5,1,4
1Mdnb8yXzyxBJDS3n12mhV,298667,0.351,0.903,-8.42,0.0493,1.37e-05,0.595,0.977,0.465,154.035,11,1,4
2nrzgKethoHVQwBTAGJDSr,322067,0.248,0.859,-8.43,0.0717,0.00504,0.00081,0.425,0.183,87.546,9,0,4
724D2TgIdIqbnX9jBCXG2M,339573,0.311,0.522,-9.851,0.0366,0.16,0.0,0.767,0.235,132.349,2,1,4
5Iqa8gR7u9BdBIjebdnRIz,350693,0.477,0.908,-8.326,0.039,0.000406,0.212,0.603,0.506,128.133,2,1,4
3K0qt4X7t1odARkfZibHsu,300840,0.452,0.909,-8.174,0.0554,0.000369,0.402,0.981,0.341,121.58,2,1,4
0OXjHxbrmrkpvqudvzWlDR,697533,0.241,0.604,-17.086,0.0909,0.354,0.865,0.887,0.248,122.395,9,1,3
4jAujIiSvCoQZU2LBnDtCa,478360,0.21,0.902,-8.681,0.0589,0.000377,0.136,0.398,0.257,88.109,9,1,4
2E7FmmZPTT3a9Gfc8BnwdP,341840,0.522,0.896,-8.724,0.0481,0.00149,0.0317,0.91,0.364,136.569,2,1,4
67bGOBxjYNsPTcJlm8tyGu,266867,0.529,0.885,-8.428,0.035,0.000189,0.535,0.621,0.3,130.35,2,1,4
2y3XAdgOJi3bZaneYOvvVd,299160,0.369,0.915,-8.222,0.0468,5.24e-05,0.813,0.467,0.406,130.816,9,1,4
1S5QMC19YF0UjoKvnArjvH,321707,0.487,0.948,-7.754,0.043,0.000662,0.102,0.0506,0.242,105.395,4,1,4
6ipLY3wNS9zFdGw0ZNPAIc,278933,0.467,0.833,-9.61,0.0429,0.00114,0.227,0.44,0.313,96.922,2,1,4
7ia8S1z03BVv9hLCqbI2g8,292800,0.349,0.725,-11.963,0.0465,0.06,0.00164,0.132,0.397,96.247,9,1,4
4de6wkaOy0nfnp9cIPkY8D,261027,0.585,0.867,-10.18,0.0284,0.027,0.000153,0.316,0.709,130.302,8,1,4
7y88IW2SgLMNdWW8w0LIBf,417840,0.424,0.939,-12.178,0.0449,0.000654,0.612,0.121,0.27,139.81,6,1,4
0dKHNcTVLf7sJRfG3KCDTB,364867,0.265,0.751,-10.071,0.033,0.000233,0.01,0.0832,0.389,96.141,4,0,4
74oBVBILxVj3riXIsew5je,303867,0.557,0.793,-8.018,0.0273,0.0183,0.0227,0.049,0.48,95.533,4,0,4
0gx2thX22hpMDq4ByTcEvN,239427,0.518,0.795,-9.724,0.0304,0.00765,0.00059,0.282,0.67,136.769,2,1,4
33qwYfoMm6xqbmGLFUIopa,89693,0.623,0.0335,-30.374,0.043,0.886,0.707,0.0963,0.229,118.317,2,1,3
7MAMn4N0kwYzYtTCsYFDsZ,126250,0.676,0.808,-10.368,0.0296,0.00694,0.885,0.11,0.343,107.986,0,1,4
3XrqHEmyBtZwUBautikarV,160000,0.579,0.567,-13.089,0.0284,0.0402,0.765,0.123,0.135,102.019,9,0,3
5WVwfahRHSLiKm70SoLypG,138316,0.497,0.462,-16.392,0.0285,0.445,0.911,0.136,0.333,94.997,0,0,4
5SFxnfkZ5U7nIeKFcOlKl6,167000,0.499,0.465,-12.349,0.0359,0.322,0.819,0.0907,0.0619,119.997,2,1,4
1SQwkOPDpnUY6BOk8hj3ab,153143,0.632,0.558,-13.556,0.0331,0.281,0.839,0.126,0.101,104.965,2,0,4
5T2L1SULFW6FUozqCmXSgo,153837,0.468,0.322,-13.871,0.0356,0.216,0.903,0.0865,0.0386,172.061,2,1,4
6okD2zdVQ6Ah15sTXeRfZr,116364,0.396,0.329,-13.522,0.0307,0.128,0.887,0.105,0.0449,98.993,3,0,4
24ayZMRq2YsvLVW9NUZKBm,180000,0.26,0.408,-13.033,0.0329,0.0814,0.907,0.0732,0.036,99.984,7,1,4
27BZvXUdyPn5Egjxqtj9Hy,180566,0.569,0.322,-13.361,0.0312,0.427,0.907,0.13,0.132,105.981,4,0,4
025YfeZDNnwJimmnWFgqvU,156522,0.569,0.525,-12.125,0.0329,0.391,0.746,0.0991,0.315,92.034,5,1,4
1KWlm8BH55dBdG258pFOQ6,118000,0.479,0.929,-6.91,0.0331,0.245,0.942,0.112,0.95,184.004,8,0,4
0QtAhMpumgdwfa38sxy1r8,116952,0.627,0.915,-8.907,0.0603,0.16,0.851,0.107,0.164,135.021,1,1,4
6OB3oDh2CuAF69b1BQMRGG,136000,0.735,0.821,-9.126,0.0522,0.099,0.861,0.169,0.273,118.013,0,1,4
0vQtbwj9cvRmjL2OeGdM7e,120000,0.685,0.807,-9.59,0.0461,0.165,0.856,0.109,0.512,115.025,2,1,4
6T6pEcxtjimqk2iQqy49Ka,122956,0.604,0.882,-8.492,0.049,0.202,0.868,0.235,0.843,104.978,5,1,4
0lLnA4ivWuGUiVs6GDYox0,130000,0.233,0.896,-8.931,0.177,0.0646,0.844,0.578,0.0352,122.009,0,1,4
0SWdFtv9wNwOujdA05bP6X,137018,0.62,0.967,-10.863,0.0509,0.165,0.865,0.103,0.0399,115.004,2,1,4
2ayRY6gBiFi7vwnJU8WRBz,120000,0.492,0.911,-7.049,0.0527,0.0291,0.261,0.1,0.0938,115.065,4,0,4
3aAn8BJG50EwjobSJr7s9R,128000,0.578,0.931,-8.05,0.0587,0.0544,0.88,0.11,0.508,121.997,4,0,4
3PTa4fcfNS4vxIhXewK3rz,129512,0.476,0.759,-8.154,0.0345,0.304,0.786,0.184,0.759,179.992,10,0,4
5El3F9UEIWLPldla0MZCYu,114808,0.507,0.713,-6.802,0.0242,0.000514,0.848,0.233,0.955,104.012,8,0,4
5erHR6lfdDWY0VEnhWOtwb,121333,0.535,0.714,-7.131,0.0277,0.0035,0.881,0.334,0.68,90.0,0,1,4
2FJsi0BCYjrNCNkFafsvgz,116111,0.576,0.641,-9.19,0.0298,0.018,0.945,0.419,0.672,108.017,5,1,4
1G9qcy887rKJwBVbGJmA5g,117059,0.609,0.646,-7.582,0.0215,0.00894,0.894,0.319,0.556,102.022,10,0,4
1oyQlHGsbfRWOpwyX3pLzM,125217,0.582,0.685,-7.229,0.0232,0.0119,0.877,0.296,0.891,92.02,8,0,4
4BNcS4kfDQzFW6Njlb4SOS,137587,0.451,0.737,-5.666,0.0346,0.000454,0.954,0.114,0.56,145.035,8,0,4
5z7dlsBqwSYqfXFsYmatly,145032,0.761,0.907,-6.774,0.0522,0.0053,0.928,0.0735,0.516,149.999,1,0,4
3htI0PyYWByvEaeOWGF3j1,147043,0.802,0.94,-8.089,0.0639,0.00197,0.894,0.0601,0.602,119.987,11,0,4
6pD2udoqqRd7hkXHcC3IM8,126851,0.458,0.807,-7.277,0.048,0.00301,0.885,0.202,0.728,121.725,9,0,4
44CeZyZlseTy82ooNr578J,125100,0.739,0.88,-7.709,0.0399,0.0785,0.924,0.158,0.652,118.004,11,0,4
4A17e0qfGyPPS8mUDtG8Q9,124839,0.781,0.875,-8.339,0.0328,0.0186,0.902,0.0866,0.924,125.952,7,0,4
0ppL8N1hUurGI3NvfrzRVJ,123533,0.847,0.964,-4.928,0.0472,0.00136,0.0217,0.0707,0.898,145.035,10,0,4
6s941JYwh12ptZuIrLSprP,137848,0.713,0.89,-4.7,0.035,0.00253,0.922,0.0967,0.42,100.027,9,1,4
5NfbTtcDjr0YScHi427GNQ,129045,0.66,0.732,-4.686,0.0346,0.00342,0.811,0.2,0.282,74.971,9,1,4
0c0vcAcFI2YBL3mshGeYTo,145032,0.774,0.723,-6.502,0.0521,0.0245,0.915,0.0946,0.363,95.047,9,0,4
4V0EoxK1uBUzGs30nQlTbv,127869,0.704,0.86,-6.932,0.0485,0.00135,0.568,0.284,0.384,123.005,6,0,4
5eKCDNCGj7LNYC42xKPvDp,119432,0.681,0.977,-4.079,0.0837,0.128,0.00461,0.0832,0.955,150.11,9,0,4
1v2yrR5083RdN22Xx5b3Og,123037,0.747,0.732,-7.718,0.0756,0.00136,0.00593,0.085,0.581,119.967,7,1,4
3FTAdPX1eHltoHoaS2AZvb,137927,0.719,0.822,-7.859,0.0463,4.43e-05,0.825,0.164,0.676,128.0,8,1,4
73BOvsDcce8SgWt5b9WRcX,142341,0.851,0.657,-6.141,0.0535,0.0041,0.309,0.0606,0.698,123.909,9,1,4
3jpNvapVQ66SlYiCgbK02L,130638,0.644,0.946,-5.202,0.106,0.0577,0.000262,0.086,0.56,149.989,8,1,4
2aAoSu5t0BzqIagzuNsdM5,145032,0.517,0.902,-5.716,0.0466,0.0131,0.892,0.16,0.317,140.048,9,0,4
